id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
310821,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,frown,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,你这个大坏蛋，为什么这么久都不来看我。,soundeffects/tuobadi5,,,,,,,,,,,
310822,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,frown,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,喂？见到本公主还不快点行礼？,soundeffects/tuobadi6,,,,,,,,,,,
310901,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,frown,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,为什么书上的话，即便错了，人们也会信呢？,soundeffects/liweiyang_hanxuan1,,,,,,,,,,,
310902,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,你能不能陪我做件事，嗯……去抓蟋蟀。,soundeffects/liweiyang_hanxuan2,,,,,,,,,,,
310903,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,sad,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,明明是寺里开过光的钟，可却送不出去……,soundeffects/liweiyang_hanxuan3,,,,,,,,,,,
310904,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,谢谢你的礼物，放在那便好了。,soundeffects/liweiyang_xieli1,,,,,,,,,,,
310905,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,shy,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,其实，收到你的礼物，我很开心。,soundeffects/liweiyang_xieli2,,,,,,,,,,,
310906,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,frown,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,你说我收下礼物的时候，笑了？真的吗？,soundeffects/liweiyang_xieli3,,,,,,,,,,,
310907,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,笑……呵呵呵……是像这样吗？,soundeffects/liweiyang_tiaoxi1,,,,,,,,,,,
310908,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,frown,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,刚刚是不是有什么东西飞过去了……,soundeffects/liweiyang_tiaoxi2,,,,,,,,,,,
310909,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,难道你……会看手相？,soundeffects/liweiyang_tiaoxi3,,,,,,,,,,,
310910,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,frown,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,嘘……不要出声，它马上要破茧而出了。,soundeffects/liweiyang_hanxuan4,,,,,,,,,,,
310911,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,别动！让我仔细看看……嗯，你的眼里，是不是进沙子了。,soundeffects/liweiyang_hanxuan5,,,,,,,,,,,
310912,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,shy,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,这上面还留着你的味道。,soundeffects/liweiyang_xieli4,,,,,,,,,,,
310913,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,觉得我很可爱？为什么？,soundeffects/liweiyang_xieli5,,,,,,,,,,,
310914,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,shy,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,嗯，原来这样的行为，就是亲密……,soundeffects/liweiyang_tiaoxi4,,,,,,,,,,,
310915,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,嘻嘻……你怎么笨手笨脚的。,soundeffects/liweiyang_tiaoxi5,,,,,,,,,,,
310916,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,脑袋笨的人，头上会长草。,soundeffects/liweiyang_tiaoxi6,,,,,,,,,,,
310917,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,frown,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,这个角度斩下去……应该会死吧。,soundeffects/liweiyang1,,,,,,,,,,,
310918,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,手好酸，好想回房看书。,soundeffects/liweiyang2,,,,,,,,,,,
310919,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,怎么？你也想看？嗯，给你，记得还。,soundeffects/liweiyang3,,,,,,,,,,,
310920,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,《周易》，很有趣的书。,soundeffects/liweiyang4,,,,,,,,,,,
310921,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,smile,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,今有垣厚五尺，两鼠对穿。大鼠日一尺，小鼠亦一尺。大鼠日自倍，小鼠日自半。问：何日相逢？各穿几何？,soundeffects/liweiyang5,,,,,,,,,,,
310922,,,,BACKGROUND,sprites/juqing_lifu5,,,MUSIC,music/waiguan,open,,ACTOR_SPINE_ANIMATION,109,frown,,LIGHT_ACTOR,109,,,NAME,李未央,,,SUBTITLE,这个世上真的有无人对的上的对联吗？,soundeffects/liweiyang6,,,,,,,,,,,
311001,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,frown,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,我的眼里只有成功和失败，对错根本不重要。,soundeffects/chiyunnan_hanxuan1,,,,,,,,,,,
311002,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,angry,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,品尝过胜利的滋味，谁还想输？,soundeffects/chiyunnan_hanxuan2,,,,,,,,,,,
311003,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,frown,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,要想兵刃永不生锈，就要一直厮杀。,soundeffects/chiyunnan_hanxuan3,,,,,,,,,,,
311004,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,哈哈哈，这个东西我很满意。,soundeffects/chiyunnan_xieli1,,,,,,,,,,,
311005,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,帮过我的人，我全都记着。,soundeffects/chiyunnan_xieli2,,,,,,,,,,,
311006,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,不愧是你，懂得我想要什么。,soundeffects/chiyunnan_xieli3,,,,,,,,,,,
311007,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,angry,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,闪着点，刀剑无眼，我可没空照顾你。,soundeffects/chiyunnan_tiaoxi1,,,,,,,,,,,
311008,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,frown,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,可恶的虫子，怎么到处乱飞。,soundeffects/chiyunnan_tiaoxi2,,,,,,,,,,,
311009,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,frown,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,你最好老实点，我可不是你的那些丫鬟下人。,soundeffects/chiyunnan_tiaoxi3,,,,,,,,,,,
311010,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,我叱云家的儿女，才是整个大魏的顶梁柱。,soundeffects/chiyunnan_hanxuan4,,,,,,,,,,,
311011,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,angry,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,你站的那么远干什么？过来。,soundeffects/chiyunnan_hanxuan5,,,,,,,,,,,
311012,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,东西留下，你的人也留下。,soundeffects/chiyunnan_xieli4,,,,,,,,,,,
311013,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,看在你如此尽心，就允许你摸摸我的宝剑吧。,soundeffects/chiyunnan_xieli5,,,,,,,,,,,
311014,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,喂！谁允许你乱摸了？嗯……现在可以了。,soundeffects/chiyunnan_tiaoxi4,,,,,,,,,,,
311015,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,frown,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,既然你那么喜欢，下次就让你来帮我竖冠吧。,soundeffects/chiyunnan_tiaoxi5,,,,,,,,,,,
311016,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,sad,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,我身上的疤，早就数不清了。,soundeffects/chiyunnan_tiaoxi6,,,,,,,,,,,
311017,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,居然能和我站在一起，感恩戴德吧。,soundeffects/chiyunnan1,,,,,,,,,,,
311018,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,angry,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,谁能挡我！,soundeffects/chiyunnan2,,,,,,,,,,,
311019,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,angry,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,只要我还活着，就无人能侵犯大魏！,soundeffects/chiyunnan3,,,,,,,,,,,
311020,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,狂妄？这才是强者该有的风采。,soundeffects/chiyunnan4,,,,,,,,,,,
311021,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,frown,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,找我？若无要是，速速离去。,soundeffects/chiyunnan5,,,,,,,,,,,
311022,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,110,smile,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,想夸我就尽管夸，不用憋着。,soundeffects/chiyunnan6,,,,,,,,,,,
320101,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,愚公移山……那挖下来的石头不还是一座山吗！,soundeffects/tuobazhi_hanxuan1,,,,,,,,,,,
320102,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,乃刑天以乳为目，以脐为口……那就是用肚脐眼吃饭啊。,soundeffects/tuobazhi_hanxuan2,,,,,,,,,,,
320103,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,你知道买椟还珠的故事吗？,soundeffects/tuobazhi_xieli1,,,,,,,,,,,
320104,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,嘻嘻，你对我这么好，简直是养虺成蛇啊！,soundeffects/tuobazhi_xieli2,,,,,,,,,,,
320105,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,诶？一切完好，嘶……看来点石成金是假的啊。,soundeffects/tuobazhi_tiaoxi1,,,,,,,,,,,
320106,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,听说只要抓到兔子和蛤蟆，就能长生不老了！,soundeffects/tuobazhi_tiaoxi2,,,,,,,,,,,
320107,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,如果世上真的有织女的话……那我就做那头老牛吧！,soundeffects/tuobazhi_hanxuan3,,,,,,,,,,,
320108,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,回礼……有了！我偷偷告诉你，把斧子丢到河里可以变成金子哦！,soundeffects/tuobazhi_xieli3,,,,,,,,,,,
320109,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,要给我讲故事？太好了！,soundeffects/tuobazhi1,,,,,,,,,,,
320110,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,螳螂捕蝉黄雀在后，有趣、有趣！,soundeffects/tuobazhi2,,,,,,,,,,,
320111,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,是沙子掉眼睛里了，对 ，是沙子！,soundeffects/tuobazhi3,,,,,,,,,,,
320112,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,201,smile,,LIGHT_ACTOR,201,,,NAME,拓跋知,,,SUBTITLE,迪儿又跑哪去了，我得找她去。,soundeffects/tuobazhi4,,,,,,,,,,,
320201,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,哈哈哈哈哈！哈哈哈哈哈！,soundeffects/tuobahan_hanxuan1,,,,,,,,,,,
320202,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,本王就是喜欢美酒和女人！,soundeffects/tuobahan_hanxuan2,,,,,,,,,,,
320203,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,也只有你送的东西，配得上本王了。,soundeffects/tuobahan_xieli1,,,,,,,,,,,
320204,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,告诉你，我的脑子里现在已有了绝妙的计策。,soundeffects/tuobahan_xieli2,,,,,,,,,,,
320205,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,frown,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,本王吩咐的事，都做好了吗？,soundeffects/tuobahan_tiaoxi1,,,,,,,,,,,
320206,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,哈哈哈，有没有感受到本王健硕的身体。,soundeffects/tuobahan_tiaoxi2,,,,,,,,,,,
320207,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,若是让本王坐上皇位，定不会亏待你。,soundeffects/tuobahan_hanxuan3,,,,,,,,,,,
320208,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,只要是你送的，什么我都喜欢。,soundeffects/tuobahan_xieli3,,,,,,,,,,,
320209,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,angry,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,不想死的就给本王滚开！,soundeffects/tuobahan1,,,,,,,,,,,
320210,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,angry,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,这玉玺，最后肯定是我东平王的！,soundeffects/tuobahan2,,,,,,,,,,,
320211,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,居高临下的感觉，舒服！真舒服！,soundeffects/tuobahan3,,,,,,,,,,,
320212,,,,BACKGROUND,sprites/juqing_qinglou1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,202,smile,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,做我的手下吧！我这有所有你想要的！ ,soundeffects/tuobahan4,,,,,,,,,,,
320301,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,少林寺……是不是去了那里就能变成大侠！,soundeffects/tuobakang_hanxuan1,,,,,,,,,,,
320302,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,江湖侠客好像都要起个名号，我叫什么好呢？,soundeffects/tuobakang_hanxuan2,,,,,,,,,,,
320303,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,当我名满天下之日，定会报此刻恩情。,soundeffects/tuobakang_xieli1,,,,,,,,,,,
320304,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,你是不是觉得，我太古板了？,soundeffects/tuobakang_xieli2,,,,,,,,,,,
320305,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,刚才这招，难道就是鼎鼎有名的螳螂拳？,soundeffects/tuobakang_tiaoxi1,,,,,,,,,,,
320306,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,铁头功需先将头发剃光……咦！还是看看下一页写什么吧。,soundeffects/tuobakang_tiaoxi2,,,,,,,,,,,
320307,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,一个真正的大侠，应谨记信念，我明白了！,soundeffects/tuobakang_hanxuan3,,,,,,,,,,,
320308,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,有没有想过，和我一起去找那些绝世秘籍？,soundeffects/tuobakang_xieli3,,,,,,,,,,,
320309,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,都能讲道理，要大侠干嘛？,soundeffects/tuobakang1,,,,,,,,,,,
320310,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,都给本大侠让开，本大侠要出手啦！,soundeffects/tuobakang2,,,,,,,,,,,
320311,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,做皇子好无聊呀，还是做大侠有意思！,soundeffects/tuobakang3,,,,,,,,,,,
320312,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,203,smile,,LIGHT_ACTOR,203,,,NAME,拓跋康,,,SUBTITLE,你看我像不像大侠？像不像？像不像嘛？,soundeffects/tuobakang4,,,,,,,,,,,
320401,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,喂！听说乡下有很多好吃的，是真的吗？,soundeffects/lichangxi_hanxuan1,,,,,,,,,,,
320402,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,糖豆腐和酱油豆腐……哪种都好好吃啊！,soundeffects/lichangxi_hanxuan2,,,,,,,,,,,
320403,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,太好了！是喜儿没尝过的糕点！,soundeffects/lichangxi_xieli1,,,,,,,,,,,
320404,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,这是什么？感觉沉甸甸的。,soundeffects/lichangxi_xieli2,,,,,,,,,,,
320405,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,诶？刚刚明明都闻到鸡腿的香味了，怎么不见了……,soundeffects/lichangxi_tiaoxi1,,,,,,,,,,,
