id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
491301,,,,BACKGROUND,sprites/juqing_liechang1,,,MUSIC,music/richang1,open,,NAME,我,,,SUBTITLE,叱云将军，这里是什么地方？,,,,,,,,,,,,,ACTOR_ANIMATION,110,middle_appear,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,自然是我叱云家的私人猎场。,,,,,,,,,NAME,我,,,SUBTITLE,普天之下莫非王土，更何况是猎场！你竟敢如此僭越？,,,,,,,,,,,,,,,,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,距离上次围猎已经过去了许多时日，不知技艺退步了没有，想要同你比试一番。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,原来是为了这个，请叱云将军放心，这次谁赢谁输还说不准呢！,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,好，你去换上一身狩猎的衣服，我在此处等你。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491401,,,,BACKGROUND,sprites/juqing_huanggong2,,,MUSIC,music/richang1,open,,SUBTITLE,[旁白]盈盈夏夜，宫中正是莺鸟齐鸣之景，拓跋焘在宫中设宴，请诸位赏景。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,能在晚上这样在宫里走动，还是第一次。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,103,middle_appear,,ACTOR_SPINE_ANIMATION,103,smile,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,二小姐喜欢最好，可注意别去了一些不该去的地方。,,,,,NAME,我,,,SUBTITLE,说的也是，我有些太过兴奋了。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,虽然父王邀请诸位夜间赏景，却也有诸多规矩。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,殿下就快些说吧，再晚些这莺叫怕不是要没了。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,呵呵，像二小姐这么心急可不行。,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,在宫里行走，自是要换上一身体面得体的衣服。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,品评大家今日的穿着，也是本次赏景之约的一大看点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491501,,,,BACKGROUND,sprites/juqing_lifu1,,,MUSIC,music/richang1,open,,SUBTITLE,[旁白]李家宴会，高朋满座，李长乐向往常一样跳舞助兴。,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]铛铛——正当李长乐舞到高潮之时，弹琴的乐师却接连弹错了几个音。,,,,,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]虽然李长乐面不改色的跳完一曲，众宾客却也交头接耳起来。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,420,middle_appear,,LIGHT_ACTOR,426,,,NAME,乐师,,,SUBTITLE,大、大小姐，刚才是我不小心弹错了。,,,,,,,,,ACTOR_ANIMATION,106,left_appear,,ACTOR_ANIMATION,420,middle_disappear,,ACTOR_SPINE_ANIMATION,106,frown,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,算了算了，你先下去吧，换个人过来。,,,,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,檀香，再去找个乐师，不会弹错的那种。,,,,,,,,,,,,,ACTOR_ANIMATION,220,right_appear,,LIGHT_ACTOR,220,,,NAME,檀香,,,SUBTITLE,可是……那已经是附近最好的乐师了，其他乐师都被请到宫中去了。,,,,,ACTOR_ANIMATION,106,middle_appear,,ACTOR_ANIMATION,106,left_disappear,,ACTOR_ANIMATION,220,right_disappear,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,偏偏是这种日子……,,,,,NAME,我,,,SUBTITLE,大姐，不知我能不能胜任？,,,,,,,,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,你？二妹居然对音律如此自信？,,,,,,,,,NAME,我,,,SUBTITLE,如果仅是不弹错的话，小妹还是能帮上忙的。,,,,,,,,,NAME,我,,,SUBTITLE,大姐放心，我可不想给李家丢人。,,,,,,,,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,既然这样，让二妹一试又何妨，檀香，带二小姐去换身衣服。,,,,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,若是这衣服选不好，还未上场可就给李家丢人了。,,,,,NAME,我,,,SUBTITLE,多谢大姐提醒了。,,,,,,,,,,,,,,,,,,,,,,,,,,
491601,,,,BACKGROUND,sprites/juqing_lifu3,,,MUSIC,music/qingsong1,open,,NAME,我,,,SUBTITLE,来，张嘴，啊——,,,,,,,,,,,,,SUBTITLE,[旁白]咔哧，丢出的茴香豆划出了一道线条进入了李敏德的嘴里。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,101,middle_appear,,ACTOR_SPINE_ANIMATION,101,smile,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,真好吃，二姐再来一个！,,,,,NAME,我,,,SUBTITLE,好好好，不过老这么吃茴香豆有点无趣。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,那……,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,你记得上次闯祸，先生罚我们抄书了吗？,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,接下来如果谁接不到豆子，就帮对方抄一遍，如何？,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,如此当真是有趣，那我们现在就开始吧。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,对了，如果换上念书时候的衣服一定更有意思。,,,,,,,,,NAME,我,,,SUBTITLE,等我换好了我们就开始玩！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491701,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/shenqing,open,,SUBTITLE,[旁白]夏日时节，平城四处盛开着各色花朵。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,108,middle_appear,,ACTOR_SPINE_ANIMATION,108,angry,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,你这幅表情是什么意思？本公主说了这里是最好看的地方。,,,,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,如果不相信的话，尽管去那些人多的地方。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,不、不是不信，这里的风景当然好了。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,108,middle_disappear,,SUBTITLE,[旁白]知道拓跋迪要来游湖之后，拓跋焘便派人将这里的人都赶走了。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,108,middle_appear,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,嗯，这样的地方才能赏花嘛，不然都是一颗颗人头，父王果然说的没错。,,,,,NAME,我,,,SUBTITLE,那我们现在上船吧。,,,,,,,,,,,,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,等等、等等，你现在穿的这身怎么可以？,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,还不是被你强行从屋里拉出来，结果衣服都没换。,,,,,,,,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,那、那你现在去换衣服吧，本公主在这等你。,,,,,,,,,NAME,我,,,SUBTITLE,（就算是和迪儿一起，游湖不能穿的太随便，还是细细挑选吧）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491801,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang2,open,,SUBTITLE,[旁白]哗啦啦——哗啦啦——,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]望着窗外点点雨水打在叶子上，又滴落下去，不觉得竟出了神。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,105,middle_appear,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,走神了。,,,,,,,,,NAME,我,,,SUBTITLE,对不起殿下，只是刚才莫名的有些出神。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,茶也要凉了。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,殿下觉得这天地间荣枯既然自有定数，难以改变。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,那注定悲惨的人和事物，是不是就不该存在？,,,,,,,,,,,,,ACTOR_ANIMATION,105,middle_disappear,,SUBTITLE,[旁白]叮——拓跋瑾没有说话，只是敲了敲茶盏，原本沉下的茶梗又立了起来。,,,,,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]而我看了这一幕，竟和刚才看窗外景色一般无法移睛。,,,,,,,,,,,,,ACTOR_ANIMATION,105,middle_appear,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,去外面走走吧，雨，也要停了。,,,,,NAME,我,,,SUBTITLE,嗯……不过我现在这身有些厚了，而且被雨水打湿很难清洗。,,,,,,,,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,屋内有一些轻便的衣服，你去换吧。,,,,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,换好了之后，出来找我，青色的纸伞是你的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491901,,,,BACKGROUND,sprites/bg_masterroom2,,,MUSIC,music/xuanyi1,open,,SUBTITLE,[旁白]深夜，灯火摇晃之处，有一女子坐在我面前。,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]我知道她是个杀手，可她想杀的对象不是我，起码今天不是。,,,,,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]嘎——嘎——,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,227,middle_appear,,LIGHT_ACTOR,227,,,NAME,红罗,,,SUBTITLE,我该走了。,,,,,,,,,NAME,我,,,SUBTITLE,又要去杀人了？,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,227,,,NAME,红罗,,,SUBTITLE,这是我的命，没有人能改变。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,你杀的……都是大奸大恶之人吧。,,,,,,,,,,,,,LIGHT_ACTOR,227,,,NAME,红罗,,,SUBTITLE,大奸大恶与我何干，收钱，办事。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,你一个人去也太危险了，我和你一起，起码有个照应。,,,,,,,,,SUBTITLE,[旁白]听了我的话，红罗嘴角稍稍翘了一些，而转瞬又平了下去。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,227,,,NAME,红罗,,,SUBTITLE,随你的便。,,,,,ACTOR_ANIMATION,227,middle_disappear,,NAME,我,,,SUBTITLE,等等！,,,,,SUBTITLE,[旁白]没等我说完，红罗就消失在窗口。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,（这样出去一定会被发现的，既然跟着红罗，就仿照她的穿法就没错了。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492001,,,,BACKGROUND,sprites/juqing_zoulang2,,,MUSIC,music/yuehui,open,,SUBTITLE,[旁白]一日夜中难寐，便到庭院中走了走，却听到了阵阵有韵律的声音。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,那是常茹？她在跳舞？,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]那轻慢的步伐，手中还摇晃着铃铛，每一步都点在人的心头上。,,,,,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]如果李长乐是众人追捧的蝴蝶，那常茹便是路边娇艳绽放的花朵。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,107,middle_appear,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,二姐，这么晚了还不睡啊。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,刚才本来想去睡，可看的常茹的舞姿竟然有些入迷了。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,哪有二姐说的这么好，大家永远更愿意看大姐跳舞。,,,,,,,,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,每次看过大姐的舞蹈，却又心痒痒，便趁夜中四下无人时出来试试。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,刚才那摇铃舞，从未见过，是常茹自创的吗？,,,,,,,,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,嗯……二姐喜欢的话，常茹就教给二姐吧。,,,,,NAME,我,,,SUBTITLE,正好我睡不着，择日不如撞日！等我换了衣服你就教我吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492101,,,,BACKGROUND,sprites/juqing_zoulang1,,,MUSIC,music/richang1,open,,SUBTITLE,[旁白]祭祖大典不日就要举办，整个李家都在紧锣密鼓的准备着。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,107,left_appear,,ACTOR_SPINE_ANIMATION,107,frown,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,二姐你看看我这身合不合礼数？,,,,,NAME,我,,,SUBTITLE,常茹你怎么这么紧张，不就是祭祖吗？,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,101,right_appear,,ACTOR_SPINE_ANIMATION,101,frown,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,正好正好，二姐你也帮我看看。,,,,,NAME,我,,,SUBTITLE,敏德好像也很紧张的样子……,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,那当然了，二姐你第一次参加，不知道厉害是当然的。,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,就不说大伯父了，宗祠里有些人和我们年岁相当，辈分却高出不少。,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,和他们待在一起总觉得不自在。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,是吗？总觉得迪儿趾高气昂的叫换着高阳王的时候，还挺可爱的。,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,咳咳，二姐你就少说几句吧，不快点回屋换衣服可就来不及了。,,,,,,,,,NAME,我,,,SUBTITLE,啊，说的也是，那我赶快去换了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492201,,,,BACKGROUND,sprites/juqing_taizifu1,,,MUSIC,music/shuqing2,open,,SUBTITLE,[旁白]拓跋余的宴会总是那么让人惊奇，这次竟请了大魏最出名的戏子。,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]等到一曲戏罢，却已经是难以自拔。,,,,,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,看完之后，真道是戏如人生。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,103,middle_appear,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,究竟是戏如人生，还是人生如戏呢？,,,,,,,,,NAME,我,,,SUBTITLE,可无论是在戏里戏外，殿下一定都能成为人上人吧。,,,,,,,,,,,,,,,,,,,,,ACTOR_SPINE_ANIMATION,103,smile,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,哈哈哈，二小姐要不要亲自试试。,,,,,,,,,NAME,我,,,SUBTITLE,试试？试什么？,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,二小姐说的，试试能不能在戏里赢我。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,台子已在这，只要我们各自换好衣服，不告诉对方便是。,,,,,NAME,我,,,SUBTITLE,这……又怎么个胜负法？,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,就让台下观众决定，如何？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492301,,,,BACKGROUND,sprites/juqing_liechang1,,,MUSIC,music/zhandou1,open,,SUBTITLE,[旁白]哼——哈——军营上空回荡着叱云南练兵的声音。,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]而身为将军的他，现在正同新兵在校场上练武。,,,,,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]啪——仅仅一击，对方的枪就被挑落在地。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,110,middle_appear,,ACTOR_SPINE_ANIMATION,110,frown,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,枪都拿不稳，围着军营跑十圈。,,,,,NAME,我,,,SUBTITLE,你这也太欺负人了吧，要比的话和我比比。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,110,middle_disappear,,SUBTITLE,[旁白]仅瞟了一眼，用手中的长刀将刚刚击落在地上的长刀挑到我手中。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,110,middle_appear,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,把枪拿着。,,,,,NAME,我,,,SUBTITLE,拿着就拿着，神气什么？,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,拿着之后，去营里换衣服。,,,,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,这里是校场，只有士兵有资格同我决斗。,,,,,,,,,NAME,我,,,SUBTITLE,你等着，看我回来怎么教训你！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492401,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,music/youmo,open,,NAME,围观的士兵,,,SUBTITLE,跑啊！快跑啊！,,,,,,,,,,,,,ACTOR_ANIMATION,101,middle_appear,,ACTOR_SPINE_ANIMATION,101,frown,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,这些人又在这赌谁跑的快了。,,,,,NAME,我,,,SUBTITLE,那究竟是谁跑的最快啊。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,照常来说有个穿红色衣服的男子跑的最快，可今天没来。,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,那今天获胜的应该是穿白衣的女子。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,101,middle_disappear,,SUBTITLE,[旁白]敏德话音未落，白衣女子便越过了线。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,敏德你猜的真准，那下一场呢？,,,,,,,,,,,,,ACTOR_ANIMATION,101,middle_appear,,ACTOR_SPINE_ANIMATION,101,smile,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,我只是从脚步上看而已，下一场我觉得都差不多。,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,不过二姐你要是去参加，说不定能拔得头筹。,,,,,NAME,我,,,SUBTITLE,真的？,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,我这个做弟弟的，怎么敢骗我家二姐。,,,,,NAME,我,,,SUBTITLE,既然这样，待我易装一番，就去参加。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492501,,,,BACKGROUND,sprites/juqing_senlin1,,,MUSIC,music/youmo,open,,SUBTITLE,[旁白]虽然来到山涧避暑，却一直在爬山，反而弄得浑身是汗。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,这山爬着……什么时候是头啊。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,219,middle_appear,,LIGHT_ACTOR,219,,,NAME,紫烟,,,SUBTITLE,小姐，听说这山上有避暑山庄，可现在也没看见。,,,,,,,,,NAME,我,,,SUBTITLE,如果这山庄没法避暑，就把他们的门板拆了当扇子。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,219,middle_disappear,,SUBTITLE,[旁白]哒哒哒——阶梯上传来脚步声音。,,,,,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]抬眼一看，一个个抱着西瓜的家丁从台阶上走了下来。,,,,,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,这些西瓜？,,,,,,,,,,,,,ACTOR_ANIMATION,449,middle_appear,,LIGHT_ACTOR,449,,,NAME,家丁,,,SUBTITLE,你们是李府的人吧，这些西瓜放到山涧中，随时想吃都可以取。,,,,,,,,,,,,,ACTOR_ANIMATION,449,middle_disappear,,SUBTITLE,[旁白]看到西瓜一个个被放到溪水中，口水不觉的咽了起来。,,,,,,,,,NAME,我,,,SUBTITLE,还等什么！我们快点跑到山庄换衣服吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
