id,name,desc,icon,quality,stack_count,type,use_conditions.conditions.type,use_conditions.conditions.arg,use_conditions.conditions.arg,use_conditions.conditions.type,use_conditions.conditions.arg,use_conditions.conditions.arg,max_use_count,use_events.events.type,use_events.events.arg,use_events.events.arg,use_events.events.type,use_events.events.arg,use_events.events.arg,target_events.events.type,target_events.events.arg,target_events.events.arg,sell_events.events.type,sell_events.events.arg,sell_events.events.arg,direct_use,tags,origins,origins,origins,origins,buy_desc,everyday_use_count
6110,水煮肉片,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_010,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6111,辣子鸡丁,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_011,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6112,鱼香肉丝,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_012,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6113,避风塘炒蟹,粤菜系传统名点，姜葱蒜蓉的香味浸透蟹肉，蟹块香辣，味道浓郁，令人越食越开胃，用于广开宴会等。,icon/item/dishs_013,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6114,蟹粉包菜,蟹粉包裹住包菜，既有蟹黄的醇香，又有包菜的清爽，用于广开宴会等。,icon/item/dishs_014,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6115,土豆丝,大众菜，土豆性平，有和胃、调中、益气之功效，用于广开宴会等。,icon/item/dishs_015,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6116,油焖青鱼,油焖做法的青鱼，放入适量的糖去腥，出锅后相当美味，用于广开宴会等。,icon/item/dishs_016,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6117,土豆鱼块,土豆烧鱼块，虽然不常见，但偶尔吃一顿也别有一番风味，用于广开宴会等。,icon/item/dishs_017,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6118,手撕包菜,色香味俱全的汉族名菜，此菜红白相间，麻辣鲜香，爽脆清甜，用于广开宴会等。,icon/item/dishs_018,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6119,薯条煎鱼,传自西域的经典料理，算是种很普遍的街边小吃，用于广开宴会等。,icon/item/dishs_019,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6120,萝卜鱼汤,湘菜系名菜，适合秋冬季节饮用，有化痰止咳、开胃消食、消脂瘦身之功效，用于广开宴会等。,icon/item/dishs_020,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6121,冷吃兔,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_021,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6122,全鸡宴,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_022,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6123,羊肉汤炖鸡,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_023,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6124,萝卜排骨汤,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_024,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6125,红烧黄鳝,黄鳝肉嫩味鲜。营养价值甚高，用于广开宴会等。,icon/item/dishs_025,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6126,黄鳝冬瓜汤,鳝鱼冬瓜汤具有消暑解渴，清热祛湿的功效，用于广开宴会等。,icon/item/dishs_026,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6127,水煮鱼片,地方传统名菜，形成了麻、辣、香、嫩兼备的独特风味，口感清爽，食后有回甘之感，用于广开宴会等。,icon/item/dishs_027,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6128,西湖醋鱼,又名叔嫂传珍，烧好后，浇上一层平滑油亮的糖醋，胸鳍竖起，鱼肉嫩美，带有蟹味，鲜嫩酸甜，用于广开宴会等。,icon/item/dishs_028,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6129,清蒸鲈鱼,将鲈鱼蒸到火候，鱼肉刚熟，细嫩爽滑，吃到嘴里绝对每一口都是享受，用于广开宴会等。,icon/item/dishs_029,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6130,鱼头煲,传统美食，美味可口，营养丰富，用于广开宴会等。,icon/item/dishs_030,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6131,白玉汤,萝卜和冬瓜煲好的汤，色白似玉故名白玉汤，营养价值颇高，用于广开宴会等。,icon/item/dishs_031,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6132,南瓜饼,酥软甜糯，香味醇厚，润肺健脾，镇咳化痰，用于广开宴会等。,icon/item/dishs_032,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6133,南瓜炖肉,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_033,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6134,乱炖鹿肉,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_034,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6135,烤禽,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_035,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6136,酱肉,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_036,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6137,滋补甲鱼汤,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_037,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6138,八宝甲鱼,此菜甲鱼肉香糯酥烂，八宝味鲜醇和，并有滋阴凉血，健脾暖胃，益肾固精之功效，用于广开宴会等。,icon/item/dishs_038,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6139,烤鱼,坊间夜市的烤鱼，饮酒作乐时配以烤鱼，胜过活神仙，用于广开宴会等。,icon/item/dishs_039,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6140,黑鱼炖茄子,黑鱼配茄子，搭配虽然奇怪，但却意外的好吃，用于广开宴会等。,icon/item/dishs_040,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6141,松鼠鳜鱼,当炸好的鳜鱼上桌时，浇上热气腾腾的卤汁，它便吱吱地“叫”起来，因像松鼠而得名，用于广开宴会等。,icon/item/dishs_041,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6142,茄汁鳜鱼,桃花流水鳜鱼肥，捕以鲜美的鳜鱼烹制而成，余味绕梁，用于广开宴会等。,icon/item/dishs_042,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6143,鱼香茄子,巴蜀传统名菜，其味厚重悠长，余味缭绕，回味无穷，故称余香，用于广开宴会等。,icon/item/dishs_043,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6144,豌豆黄,京城传统小吃，成品后，外观浅黄色，味道香甜，清凉爽口，用于广开宴会等。,icon/item/dishs_044,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6145,蒸熊掌,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_045,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6146,豌豆焖熊肉,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_046,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6147,素烧鹅,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_047,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6148,香醉鹅肝,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_048,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6149,佛跳墙,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_049,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6201,白菜,府邸菜地产出的白菜，可以用于烹饪或兑换道具。,icon/cailiao/shucai_20,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6202,菊花,府邸菜地产出的菊花，可以用于烹饪或兑换道具。,icon/cailiao/hua_1,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6203,大葱,府邸菜地产出的大葱，可以用于烹饪或兑换道具。,icon/cailiao/shucai_12,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6204,青菜,府邸菜地产出的青菜，可以用于烹饪或兑换道具。,icon/cailiao/shucai_16,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6205,萝卜,府邸菜地产出的萝卜，可以用于烹饪或兑换道具。,icon/cailiao/shucai_27,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6206,包菜,府邸菜地产出的包菜，可以用于烹饪或兑换道具。,icon/cailiao/shucai_2,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6207,月季,府邸菜地产出的月季，可以用于烹饪或兑换道具。,icon/cailiao/hua_2,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6208,土豆,府邸菜地产出的土豆，可以用于烹饪或兑换道具。,icon/cailiao/shucai_36,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6209,青椒,府邸菜地产出的青椒，可以用于烹饪或兑换道具。,icon/cailiao/shucai_31,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6210,冬瓜,府邸菜地产出的冬瓜，可以用于烹饪或兑换道具。,icon/cailiao/shucai_1,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6211,杜鹃花,府邸菜地产出的杜鹃花，可以用于烹饪或兑换道具。,icon/cailiao/hua_3,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6212,南瓜,府邸菜地产出的南瓜，可以用于烹饪或兑换道具。,icon/cailiao/shucai_5,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6213,茄子,府邸菜地产出的茄子，可以用于烹饪或兑换道具。,icon/cailiao/shucai_29,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6214,豌豆,府邸菜地产出的豌豆，可以用于烹饪或兑换道具。,icon/cailiao/shucai_10,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6215,毛豆,府邸菜地产出的毛豆，可以用于烹饪或兑换道具。,icon/cailiao/shucai_14,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6216,虞美人,府邸菜地产出的虞美人，可以用于烹饪或兑换道具。,icon/cailiao/hua_4,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,188,,,,,
6301,禽蛋,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6302,兔皮,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6303,家猪,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6304,家鸡,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6305,乳兔,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6306,雉鸡,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6307,羊角,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6308,山羊,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6309,野鸭,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6310,水牛,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6311,鹿茸,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6312,鹿肉,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6313,大鹅,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6314,熊掌,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6315,熊肉,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6316,虎皮,府邸猎场狩猎的肉类，可以用于烹饪或兑换道具。,icon/cailiao/dish_011,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6401,白菜种子,白菜的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_20_seed,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6402,菊花种子,菊花的种子，可以在府邸菜地中种植。,icon/cailiao/hua_1_seed,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6403,大葱种子,大葱的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_12_seed,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6404,青菜种子,青菜的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_16_seed,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6405,萝卜种子,萝卜的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_27_seed,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6406,包菜种子,包菜的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_2_seed,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6407,月季种子,月季的种子，可以在府邸菜地中种植。,icon/cailiao/hua_2_seed,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6408,土豆种子,土豆的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_36_seed,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6409,青椒种子,青椒的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_31_seed,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6410,冬瓜种子,冬瓜的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_1_seed,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6411,杜鹃花种子,杜鹃花的种子，可以在府邸菜地中种植。,icon/cailiao/hua_3_seed,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6412,南瓜种子,南瓜的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_5_seed,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6413,茄子种子,茄子的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_29_seed,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6414,豌豆种子,豌豆的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_10_seed,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6415,毛豆种子,毛豆的种子，可以在府邸菜地中种植。,icon/cailiao/shucai_14_seed,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6416,虞美人种子,虞美人的种子，可以在府邸菜地中种植。,icon/cailiao/hua_4_seed,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6501,青虾鱼饵,青虾的鱼饵，可以从府邸池塘中钓出青虾。,icon/cailiao/shucai_20_seed,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6502,金鱼鱼饵,金鱼的鱼饵，可以从府邸池塘中钓出金鱼。,icon/cailiao/hua_1_seed,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6503,鲫鱼鱼饵,鲫鱼的鱼饵，可以从府邸池塘中钓出鲫鱼。,icon/cailiao/shucai_12_seed,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6504,鲤鱼鱼饵,鲤鱼的鱼饵，可以从府邸池塘中钓出鲤鱼。,icon/cailiao/shucai_16_seed,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6505,青鱼鱼饵,青鱼的鱼饵，可以从府邸池塘中钓出青鱼。,icon/cailiao/shucai_27_seed,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6506,河蟹鱼饵,河蟹的鱼饵，可以从府邸池塘中钓出河蟹。,icon/cailiao/shucai_2_seed,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6507,河蚌鱼饵,河蚌的鱼饵，可以从府邸池塘中钓出河蚌。,icon/cailiao/hua_2_seed,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6508,黄鱼鱼饵,黄鱼的鱼饵，可以从府邸池塘中钓出黄鱼。,icon/cailiao/shucai_36_seed,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6509,黄鳝鱼饵,黄鳝的鱼饵，可以从府邸池塘中钓出黄鳝。,icon/cailiao/shucai_31_seed,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6510,鲢鱼鱼饵,鲢鱼的鱼饵，可以从府邸池塘中钓出鲢鱼。,icon/cailiao/shucai_1_seed,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6511,银龙鱼鱼饵,银龙鱼的鱼饵，可以从府邸池塘中钓出银龙鱼。,icon/cailiao/hua_3_seed,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6512,鲈鱼鱼饵,鲈鱼的鱼饵，可以从府邸池塘中钓出鲈鱼。,icon/cailiao/shucai_5_seed,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6513,甲鱼鱼饵,甲鱼的鱼饵，可以从府邸池塘中钓出甲鱼。,icon/cailiao/shucai_29_seed,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6514,黑鱼鱼饵,黑鱼的鱼饵，可以从府邸池塘中钓出黑鱼。,icon/cailiao/shucai_10_seed,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6515,鳜鱼鱼饵,鳜鱼的鱼饵，可以从府邸池塘中钓出鳜鱼。,icon/cailiao/shucai_14_seed,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6516,金龙鱼鱼饵,金龙鱼的鱼饵，可以从府邸池塘中钓出金龙鱼。,icon/cailiao/hua_4_seed,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6901,普通烟花,使用后释放一束普通的烟花，可以增加150活跃度，20气氛值。,icon/item/haiyijinnang,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
6902,精致烟花,使用后释放精致美丽的烟花，可以增加660活跃度，88气氛值。,icon/item/huayuejinnang,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
6903,豪华烟花,使用后释放极致豪华的烟花，可以增加3600活跃度，480气氛值。,icon/item/shanhejinnang,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
6904,邀请函,可以邀请亲朋好友或知名人士参加宴会的书函。,icon/item/daoju_58,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
6905,锦缎名流帖,可以邀请那些普通名流的名流帖。,icon/item/qingtie_mingliutie1,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
6906,银箔名流帖,比较高级的名流帖，可以邀请那些上层名流。,icon/item/qingtie_mingliutie2,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
6907,鎏金名流帖,非常精致的名流帖，传闻甚至可以邀请圣上……。,icon/item/qingtie_mingliutie3,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
6908,弹幕卡,在宴会中发弹幕时不可缺少的道具，专属吐槽利器。,icon/item/jinlingtaben,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,215,,,,
6909,肥料,菜地中使用的神奇肥料，可以缩短作物成熟时间1小时。,icon/item/huafei,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,52,,,,,
6910,焦炭,府邸烹饪失败获得的焦炭，不可以食用哦，可用于府邸兑换。,icon/item/dishs_050,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6911,种子荷包,可以从中获得3个种子。,icon/item/shanhejinnang,4,999,ITEM,COST_ITEM,6911,1,,,,99,DROP,50251,3,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
6912,矿物材料礼包,可以获得银矿、金矿、翡翠、钻石中的一种。,icon/item/icon_gaojishizhuanglibao,4,999,ITEM,COST_ITEM,6912,1,,,,99,DROP,50204,1,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
6913,布匹材料礼包,可以获得银矿、金矿、翡翠、钻石中的一种。,icon/item/icon_gaojishizhuanglibao,4,999,ITEM,COST_ITEM,6913,1,,,,99,DROP,50205,1,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
6914,宝物材料礼包,可以获得玛瑙、珊瑚、玉如意、夜明珠中的一种。,icon/item/icon_gaojishizhuanglibao,4,999,ITEM,COST_ITEM,6914,1,,,,99,DROP,50206,1,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
6915,诰封材料宝盒,可以获得蓝色、紫色、橙色诰封材料其中之一。,icon/item/giftbox_4,4,999,ITEM,COST_ITEM,6915,1,,,,99,DROP,50014,1,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
6916,高级诰封材料宝盒,可以获得橙色诰封材料山贼财宝、祭祀神像、神秘海图、叛军虎符中的一个。,icon/item/gaojigaofenglihe,5,999,ITEM,COST_ITEM,6916,1,,,,99,DROP,50213,1,,,,,,,,,,True,,,,,,,
6917,互动道具宝盒,打开后可以随机获得三个互动道具（药材、刑具、安神散、罪状）。,icon/item/hudonglihe,4,999,ITEM,COST_ITEM,6917,1,,,,99,DROP,50214,3,,,,,,,,,,True,,,,,,,
6918,神秘礼盒,神秘的礼盒，可能获得任何道具。,icon/item/giftbox_4,5,999,ITEM,COST_ITEM,6918,1,,,,99,DROP,50215,1,,,,,,,,,,True,,,,,,,
8000,玫瑰,浓艳尽怜胜彩绘，嘉名谁赠作玫瑰。使用后双方增加1点好感度。,icon/item/icon_meiguihua,4,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,1,,ADD_RESOURCE,GIVE_GIFT,1,ADD_RESOURCE,RECEIVE_GIFT,1,ADD_RESOURCE,GOLD,100,,,6,50,215,,,
8001,金兰,但觉书纸如书空，唯知有兰那有我。使用后双方增加11点好感度。,icon/item/icon_jinlan,4,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,11,,ADD_RESOURCE,GIVE_GIFT,11,ADD_RESOURCE,RECEIVE_GIFT,11,ADD_RESOURCE,GOLD,100,,,6,50,,,,
