id,scene,begin_battle_plot,start_battle_plot,end_battle_win_plot,end_battle_lose_plot,battle_background,type,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,right_helper.actors.actor,right_helper.actors.row,right_helper.actors.col,right_helper.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,round_events.round,round_events.type,round_events.arg,round_events.round,round_events.type,round_events.arg,recommand_zhanli
30420,NewBattleScene,,,,,prefabs/zhandou_jiedaoyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4768,2,1,,4768,1,2,,4768,3,2,,4768,2,3,,4769,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,19644220
30421,NewBattleScene,,,,,prefabs/zhandou_shanjianbaitian,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770,2,1,,4770,1,2,,4770,2,2,,4770,2,3,,4771,3,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,22918250
30422,NewBattleScene,,,,,prefabs/zhandou_senlinyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4772,2,1,,4772,1,2,,4772,3,2,,4772,2,3,,4773,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,26192290
30423,NewBattleScene,,,,,prefabs/zhandou_jiedaobaitian,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4774,2,1,,4774,1,2,,4774,3,2,,4774,2,3,,4775,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,29360710
30424,NewBattleScene,,,,,prefabs/zhandou_yuanziyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4776,2,1,,4776,1,2,,4776,3,2,,4776,2,3,,4777,1,3,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,32634750
30425,NewBattleScene,,,,,prefabs/zhandou_zoulang1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4778,2,1,,4778,1,2,,4778,3,2,,4778,2,3,,4779,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,35908780
30426,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4780,2,1,,4780,1,2,,4780,3,2,,4780,2,3,,4781,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,39182820
30427,NewBattleScene,,,,,prefabs/zhandou_lifu2,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4782,2,1,,4782,1,2,,4782,3,2,,4782,2,3,,4783,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,42456850
30428,NewBattleScene,,,,,prefabs/zhandou_qinglou1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4784,2,1,,4784,1,2,,4784,3,2,,4784,2,3,,4785,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,45730890
30429,NewBattleScene,,,,,prefabs/zhandou_shangshufudamen,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4786,2,1,,4787,3,1,,4788,2,2,TRUE,4789,1,3,,4790,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,49004930
30430,NewBattleScene,,,,,prefabs/zhandou_yulinyuan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4791,2,1,,4791,1,2,,4791,3,2,,4791,2,3,,4792,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,52278960
30431,NewBattleScene,,,,,prefabs/zhandou_shanjianyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4793,2,1,,4793,3,1,,4793,3,2,,4793,2,3,,4794,1,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,55553000
30432,NewBattleScene,,,,,prefabs/zhandou_gongqiang,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4795,2,1,,4795,1,2,,4795,3,2,,4795,2,3,,4796,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,58827030
30433,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797,2,1,,4797,1,2,,4797,3,2,,4797,2,3,,4798,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,62101070
30434,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4799,2,1,,4799,1,2,,4799,3,2,,4799,2,3,,4800,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,81639670
30435,NewBattleScene,,,,,prefabs/zhandou_jiedaoyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4801,2,1,,4801,1,2,,4801,3,2,,4801,2,3,,4802,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,19900790
30436,NewBattleScene,,,,,prefabs/zhandou_shanjianbaitian,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4803,2,1,,4803,1,2,,4803,2,2,,4803,2,3,,4804,3,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,23217590
30437,NewBattleScene,,,,,prefabs/zhandou_senlinyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4805,2,1,,4805,1,2,,4805,3,2,,4805,2,3,,4806,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,26534390
30438,NewBattleScene,,,,,prefabs/zhandou_jiedaobaitian,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4807,2,1,,4807,1,2,,4807,3,2,,4807,2,3,,4808,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,29744200
30439,NewBattleScene,,,,,prefabs/zhandou_yuanziyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4809,2,1,,4809,1,2,,4809,3,2,,4809,2,3,,4810,1,3,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,33061000
30440,NewBattleScene,,,,,prefabs/zhandou_zoulang1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4811,2,1,,4811,1,2,,4811,3,2,,4811,2,3,,4812,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,36377790
30441,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813,2,1,,4813,1,2,,4813,3,2,,4813,2,3,,4814,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,39694590
30442,NewBattleScene,,,,,prefabs/zhandou_lifu2,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4815,2,1,,4815,1,2,,4815,3,2,,4815,2,3,,4816,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,43011390
30443,NewBattleScene,,,,,prefabs/zhandou_qinglou1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4817,2,1,,4817,1,2,,4817,3,2,,4817,2,3,,4818,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,46328190
30444,NewBattleScene,,,,,prefabs/zhandou_shangshufudamen,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4819,2,1,,4820,3,1,,4821,2,2,TRUE,4822,1,3,,4823,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,49644990
30445,NewBattleScene,,,,,prefabs/zhandou_yulinyuan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4824,2,1,,4824,1,2,,4824,3,2,,4824,2,3,,4825,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,52961790
30446,NewBattleScene,,,,,prefabs/zhandou_shanjianyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4826,2,1,,4826,3,1,,4826,3,2,,4826,2,3,,4827,1,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,56278590
30447,NewBattleScene,,,,,prefabs/zhandou_gongqiang,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4828,2,1,,4828,1,2,,4828,3,2,,4828,2,3,,4829,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,59595390
30448,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4830,2,1,,4830,1,2,,4830,3,2,,4830,2,3,,4831,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,62912190
30449,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4832,2,1,,4832,1,2,,4832,3,2,,4832,2,3,,4833,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,82705980
30450,NewBattleScene,,,,,prefabs/zhandou_jiedaoyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4834,2,1,,4834,1,2,,4834,3,2,,4834,2,3,,4835,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,20490670
30451,NewBattleScene,,,,,prefabs/zhandou_shanjianbaitian,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4836,2,1,,4836,1,2,,4836,2,2,,4836,2,3,,4837,3,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,23905780
30452,NewBattleScene,,,,,prefabs/zhandou_senlinyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838,2,1,,4838,1,2,,4838,3,2,,4838,2,3,,4839,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,27320890
30453,NewBattleScene,,,,,prefabs/zhandou_jiedaobaitian,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4840,2,1,,4840,1,2,,4840,3,2,,4840,2,3,,4841,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,30625840
30454,NewBattleScene,,,,,prefabs/zhandou_yuanziyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4842,2,1,,4842,1,2,,4842,3,2,,4842,2,3,,4843,1,3,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,34040950
30455,NewBattleScene,,,,,prefabs/zhandou_zoulang1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844,2,1,,4844,1,2,,4844,3,2,,4844,2,3,,4845,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,37456060
30456,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4846,2,1,,4846,1,2,,4846,3,2,,4846,2,3,,4847,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,40871180
30457,NewBattleScene,,,,,prefabs/zhandou_lifu2,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848,2,1,,4848,1,2,,4848,3,2,,4848,2,3,,4849,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,44286290
30458,NewBattleScene,,,,,prefabs/zhandou_qinglou1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4850,2,1,,4850,1,2,,4850,3,2,,4850,2,3,,4851,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,47701400
30459,NewBattleScene,,,,,prefabs/zhandou_shangshufudamen,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4852,2,1,,4853,3,1,,4854,2,2,TRUE,4855,1,3,,4856,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,51116510
30460,NewBattleScene,,,,,prefabs/zhandou_yulinyuan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4857,2,1,,4857,1,2,,4857,3,2,,4857,2,3,,4858,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,54531620
30461,NewBattleScene,,,,,prefabs/zhandou_shanjianyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4859,2,1,,4859,3,1,,4859,3,2,,4859,2,3,,4860,1,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,57946740
30462,NewBattleScene,,,,,prefabs/zhandou_gongqiang,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4861,2,1,,4861,1,2,,4861,3,2,,4861,2,3,,4862,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,61361850
30463,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4863,2,1,,4863,1,2,,4863,3,2,,4863,2,3,,4864,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,64776960
30464,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4865,2,1,,4865,1,2,,4865,3,2,,4865,2,3,,4866,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,85157460
30465,NewBattleScene,,,,,prefabs/zhandou_jiedaoyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4867,2,1,,4867,1,2,,4867,3,2,,4867,2,3,,4868,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,21359990
30466,NewBattleScene,,,,,prefabs/zhandou_shanjianbaitian,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4869,2,1,,4869,1,2,,4869,2,2,,4869,2,3,,4870,3,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,24919990
30467,NewBattleScene,,,,,prefabs/zhandou_senlinyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4871,2,1,,4871,1,2,,4871,3,2,,4871,2,3,,4872,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,28479990
30468,NewBattleScene,,,,,prefabs/zhandou_jiedaobaitian,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873,2,1,,4873,1,2,,4873,3,2,,4873,2,3,,4874,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,31925150
30469,NewBattleScene,,,,,prefabs/zhandou_yuanziyewan,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4875,2,1,,4875,1,2,,4875,3,2,,4875,2,3,,4876,1,3,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,35485150
30470,NewBattleScene,,,,,prefabs/zhandou_zoulang1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4877,2,1,,4877,1,2,,4877,3,2,,4877,2,3,,4878,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,39045150
30471,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4879,2,1,,4879,1,2,,4879,3,2,,4879,2,3,,4880,2,2,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,42605140
30472,NewBattleScene,,,,,prefabs/zhandou_lifu2,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4881,2,1,,4881,1,2,,4881,3,2,,4881,2,3,,4882,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,46165140
30473,NewBattleScene,,,,,prefabs/zhandou_qinglou1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4883,2,1,,4883,1,2,,4883,3,2,,4883,2,3,,4884,3,1,TRUE,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,49725140
30474,NewBattleScene,,,,,prefabs/zhandou_shangshufudamen,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4885,2,1,,4886,3,1,,4887,2,2,TRUE,4888,1,3,,4889,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,5,,,,,,,,,,,53285140
