id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
101231,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,现在该怎么应对饥荒呢？,,,OPTIONS,101231,,,,,,,,,,,,,,,,,,,,,,,
101232,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,民众的情绪得到了安抚。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
101233,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,引起了一些不满，但节约了粮食。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MATERIAL,75,
101240,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,大喜事啊，今年的粮食大丰收啊！,,,,,101241,,,,,,,,,,
101241,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,不过粮食太多，我怕粮仓装不下，该怎么处理呢？,,,OPTIONS,101241,,,,,,,,,,,,,,,,,,,,,,,
101242,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,军队士气大振。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
101243,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,此举让民众更加爱戴您了。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
101250,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,最近春暖花开，万物复苏，正是狩猎的好时节。,,,,,101251,,,,,,,,,,
101251,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,您单独去打猎还是太危险了，不如带一些士兵吧。,,,OPTIONS,101251,,,,,,,,,,,,,,,,,,,,,,,
101252,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,尽情游玩了一天，城内也依旧祥和。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
101253,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,军队的出发让城内略显空虚，但所幸没有出事。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,DEC_RESOURCE,FRT_MATERIAL,75,
101260,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,老有士兵表示自己的俸禄太少，都不够娶老婆的。,,,,,101261,,,,,,,,,,
101261,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,再不加钱，恐怕他们的情绪会更加激动，怎么办？,,,OPTIONS,101261,,,,,,,,,,,,,,,,,,,,,,,
101262,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,士兵们对此举表示满意，也更用心操练了。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MONEY,25,
101263,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,士兵的情绪越来越激动，训练也懈怠起来。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_MONEY,75,DEC_RESOURCE,FRT_ORDER,25,
101270,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城中的烟火库发生了爆炸，恐有恶人作祟，意欲窃财。,,,,,101271,,,,,,,,,,
101271,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,现在情况危急，该如何处理？,,,OPTIONS,101271,,,,,,,,,,,,,,,,,,,,,,,
101272,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,成功抓住了恶人，也追回了物资。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_MATERIAL,75,DEC_RESOURCE,FRT_LABOUR,25,
101273,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,爆炸没有伤及平民，可物资也被偷走了一些。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_LABOUR,75,DEC_RESOURCE,FRT_MATERIAL,25,
101280,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,附近的山贼最近聚在了一个山头，好像要大举进攻。,,,,,101281,,,,,,,,,,
101281,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,如果再不处理，恐酿成大患。,,,OPTIONS,101281,,,,,,,,,,,,,,,,,,,,,,,
101282,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,一群乌合之众，在攻势之下瞬间作鸟兽散，不过也损伤不少。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_LABOUR,25,
101283,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,施用兵法，虽未彻底击溃山贼，却也让他们元气大伤。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_LABOUR,75,DEC_RESOURCE,FRT_ORDER,25,
101290,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,报告！在搜山的时候抓到了山贼的头领！,,,,,101291,,,,,,,,,,
101291,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,不过他想要用宝藏来换取自己的性命，您觉得呢？,,,OPTIONS,101291,,,,,,,,,,,,,,,,,,,,,,,
101292,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,秋后问斩，百姓十分高兴。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
101293,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,成功挖到了宝藏，也释放了山贼头领。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_MATERIAL,75,DEC_RESOURCE,FRT_ORDER,25,
101300,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城中的开销越来越大，财力已经吃紧。,,,,,101301,,,,,,,,,,
101301,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,寻求新鲜的财源是当务之急，您看……,,,OPTIONS,101301,,,,,,,,,,,,,,,,,,,,,,,
101302,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,重赋让一些商贾离开了城市。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_LABOUR,25,ADD_RESOURCE,FRT_MONEY,75,
101303,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,这种决策让百姓对您议论纷纷。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MATERIAL,75,
102000,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,酒馆这种地方，就两样东西最多，酒和酒鬼。,,,,,102001,,,,,,,,,,
102001,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,最近老有一些酒鬼接着酒意闹事，您觉得该怎么办呢？,,,OPTIONS,102001,,,,,,,,,,,,,,,,,,,,,,,
102002,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,把严惩酒鬼的告示张贴出来，他们从此之后就收敛了很多。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MONEY,25,
102003,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,限酒令颁布后酒鬼的数量变少，可酒馆的生意也差了一些。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MONEY,25,
102020,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,最近，总有些人造谣敌国很快就要攻过来了。,,,,,102021,,,,,,,,,,
102021,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,估计是有些心怀不轨的家伙做的，怎么办？,,,OPTIONS,102021,,,,,,,,,,,,,,,,,,,,,,,
102022,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,酒馆的气氛变得很压抑，生意也差了很多。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MONEY,25,
102023,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,散布谣言的人被抓起来，可却导致人心惶惶，更多人借酒消愁了。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MONEY,75,
102030,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,嗝——街、街上的那家酒馆的酒，真好喝……,,,,,102031,,,,,,,,,,
102031,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,酒馆生意越来越好，但是城里也出现了很多酒鬼。,,,OPTIONS,102031,,,,,,,,,,,,,,,,,,,,,,,
102032,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,大家喝过好酒之后，没人愿意买那些口味平常的酒了。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_MONEY,25,ADD_RESOURCE,FRT_ORDER,75,
102033,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,大范围的提价导致了许多酒民的不满。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MONEY,75,
102040,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,西域的商贩路过，说是有一种名为“葡萄酒”的新酒。,,,,,102041,,,,,,,,,,
102041,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,也是一种果酒，不知要不要进一些卖卖看？,,,OPTIONS,102041,,,,,,,,,,,,,,,,,,,,,,,
102042,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,葡萄酒广受好评，酒馆因此赚了不少钱。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_MONEY,75,DEC_RESOURCE,FRT_ORDER,25,
102043,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,百姓自己去找商贩购买了葡萄酒，抛弃了你。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_MONEY,25,ADD_RESOURCE,FRT_ORDER,75,
102050,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,有人反应，酒馆的下酒菜花样太少了，越来越不愿意来了。,,,,,102051,,,,,,,,,,
102051,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,看来酒馆不止要酒好喝，菜也要出新才行。,,,OPTIONS,102051,,,,,,,,,,,,,,,,,,,,,,,
102052,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,招了一个外地的厨子，果然多了很多花样。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_MONEY,75,DEC_RESOURCE,FRT_MATERIAL,25,
102053,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,改进食谱，终究只是杯水车薪罢了。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_MONEY,25,ADD_RESOURCE,FRT_MATERIAL,75,
102060,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,刚刚有人说，在酒馆喝酒吃东西，倒地不起。,,,,,102061,,,,,,,,,,
102061,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,喝个酒也会中毒？怕不是喝多了吧。,,,OPTIONS,102061,,,,,,,,,,,,,,,,,,,,,,,
102062,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,赔了很多钱，这件事也就没人再提了。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_MONEY,25,ADD_RESOURCE,FRT_ORDER,75,
102063,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,虽说应该不是酒馆的问题，但是那群人并不相信。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MONEY,75,
102070,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,有好多酒鬼喝了几杯就开始玩骰子，以为这里是赌坊吗？,,,,,102071,,,,,,,,,,
102071,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,绝对不能助长如此风气，您觉得该怎么办？,,,OPTIONS,102071,,,,,,,,,,,,,,,,,,,,,,,
102072,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,很多人的热情被削减，但是社会更加稳定了。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MONEY,25,
102073,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,没有造成比较恶劣的事件，可赌博的风气却愈来愈盛了。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MONEY,75,
102080,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,喜欢喝酒的人总是想要酒馆全天都开着，这不，打烊了都不愿走。,,,,,102081,,,,,,,,,,
102081,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,如果让酒馆每日多开一会，说不定能挣更多。,,,OPTIONS,102081,,,,,,,,,,,,,,,,,,,,,,,
102082,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,收入提高了很多，但夜晚游荡在街上的人也更多了。,,,,,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MONEY,75,
102083,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,老酒鬼们都走了，到了打烊时间大部分人也都乖乖离去。,,,,,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MONEY,25,
102090,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,酒馆新来的小二手脚不太麻利，经常会倒洒一些酒，弄得可人很不高兴。,,,,,102091,,,,,,,,,,
102091,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_BAR,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,要不要采取一些措施呢？,,,OPTIONS,102091,,,,,,,,,,,,,,,,,,,,,,,
