id,name,icon,appearance,type,fancy,buildings.building,buildings.allowed_areas,buildings.init_pos.x,buildings.init_pos.y,collision_group,z_level,attach_areas,anchors.x,anchors.y,anchors.x,anchors.y,size.width,size.height,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,buy_conditions.conditions.type,buy_conditions.conditions.arg,buy_conditions.conditions.arg,max_count
202008,和风拱桥,chitang_2008,chitang_2008,7,94,MBT_POND,6,,,,20,,0,0,238,0,238,96,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
202009,和风拱门,chitang_2009,chitang_2009,7,108,MBT_POND,6,,,,20,,0,0,178,0,178,145,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
202010,和风樱花,chitang_2010,chitang_2010,7,121,MBT_POND,6,,,,20,,145,0,305,0,538,389,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2400,COST_RESOURCE,DIAMOND,100,20
202011,和风松树,chitang_2011,chitang_2011,7,135,MBT_POND,6,,,,20,,165,0,235,0,492,357,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2700,COST_RESOURCE,DIAMOND,100,20
202012,雪景石桌,chitang_2012,chitang_2012,7,94,MBT_POND,6,,,,20,,60,0,115,0,178,65,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2100,COST_RESOURCE,DIAMOND,100,20
202013,雪松,chitang_2013,chitang_2013,7,102,MBT_POND,6,,,,20,,0,0,130,0,542,444,0,0,0,444,466,366,155,192,115,0,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
202014,常青树,chitang_2014,chitang_2014,7,110,MBT_POND,6,,,,20,,65,0,105,0,188,268,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2400,COST_RESOURCE,DIAMOND,100,20
202015,雪人,chitang_2015,chitang_2015,7,118,MBT_POND,6,,,,20,,0,0,102,0,102,101,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
202016,夜景松树,chitang_2016,chitang_2016,7,134,MBT_POND,6,,,,20,,110,0,303,0,450,369,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2400,COST_RESOURCE,DIAMOND,100,20
202017,夜景萤火树,chitang_2017,chitang_2017,7,141,MBT_POND,6,,,,20,,0,0,392,0,434,417,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2500,COST_RESOURCE,DIAMOND,100,20
202018,夜景台灯,chitang_2018,chitang_2018,7,148,MBT_POND,6,,,,20,,0,0,88,0,88,219,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2700,COST_RESOURCE,DIAMOND,100,20
202019,夜景花丛,chitang_2019,chitang_2019,7,155,MBT_POND,6,,,,20,,0,0,289,0,289,104,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
202020,夜景石桌,chitang_2020,chitang_2020,7,162,MBT_POND,6,,,,20,,0,0,236,0,236,110,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2900,COST_RESOURCE,DIAMOND,100,20
202021,夜景围栏,chitang_2021,chitang_2021,7,153,MBT_POND,6,,,,20,,305,0,390,0,688,121,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
203001,树木,chitang_3001,chitang_3001,8,0,MBT_POND,6,735,432,,10,,150,0,210,0,415,388,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
203003,亭子,chitang_3003,chitang_3003,8,0,MBT_POND,6,320,432,,10,,45,0,275,0,328,340,20,0,310,0,310,340,20,340,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
203004,皇室桃树,chitang_3004,chitang_3004,8,163,MBT_POND,6,,,,10,,85,0,110,0,212,198,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
203005,皇室灌木,chitang_3005,chitang_3005,8,168,MBT_POND,6,,,,10,,0,0,202,0,202,84,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2700,COST_RESOURCE,DIAMOND,100,20
203006,皇室宫殿,chitang_3006,chitang_3006,8,173,MBT_POND,6,,,,9,,0,0,619,0,619,321,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
203007,皇室围墙,chitang_3007,chitang_3007,8,178,MBT_POND,6,,,,5,,0,0,1334,0,1334,180,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
203008,和风迎客松,chitang_3008,chitang_3008,8,148,MBT_POND,6,,,,20,,86,0,120,0,173,153,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3000,COST_RESOURCE,DIAMOND,100,20
203009,和风亭子,chitang_3009,chitang_3009,8,162,MBT_POND,6,,,,20,,0,0,355,0,355,329,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3200,COST_RESOURCE,DIAMOND,100,20
203010,雪景树,chitang_3010,chitang_3010,8,126,MBT_POND,6,,,,20,,55,0,180,0,289,291,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
203011,雪景亭子,chitang_3011,chitang_3011,8,134,MBT_POND,6,,,,20,,0,0,494,0,494,329,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2900,COST_RESOURCE,DIAMOND,100,20
203012,夜景亭子,chitang_3012,chitang_3012,8,176,MBT_POND,6,,,,20,,275,0,395,0,673,202,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3200,COST_RESOURCE,DIAMOND,100,20
203013,夜景灯楼,chitang_3013,chitang_3013,8,183,MBT_POND,6,,,,20,,242,0,356,0,636,323,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
204001,晴空,chitang_4001,chitang_4001,5,0,MBT_POND,7,0,0,,1,,0,0,1334,0,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
204002,竹林,chitang_4002,chitang_4002,5,182,MBT_POND,7,0,0,,1,,0,0,1334,0,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2900,COST_RESOURCE,DIAMOND,100,20
204003,夕阳古塔,chitang_4003,chitang_4003,5,175,MBT_POND,7,0,0,,1,,0,0,1334,0,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3500,COST_RESOURCE,DIAMOND,100,20
204004,雪林,chitang_4004,chitang_4004,5,141,MBT_POND,7,0,0,,1,,0,0,1334,0,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3100,COST_RESOURCE,DIAMOND,100,20
204005,夜空,chitang_4005,chitang_4005,5,190,MBT_POND,7,0,0,,1,,0,0,1334,0,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3400,COST_RESOURCE,DIAMOND,100,20
205000,池边石,chitang_5001,,9,0,MBT_POND,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,205001,205002,205003,205004,205005,205006,205007,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
205001,池边石一,,chitang_5003,9,0,MBT_POND,5,0,352,401,25,,0,0,160,0,160,90,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
205002,池边石二,,chitang_5002,9,0,MBT_POND,5,97,373,401,25,,0,0,95,0,95,107,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
205003,池边石三,,chitang_5001,9,0,MBT_POND,5,144,393,401,25,,0,0,140,0,140,143,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
205004,池边石四,,chitang_5004,9,0,MBT_POND,5,768,397,401,25,,0,0,177,0,177,85,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
205005,池边石五,,chitang_5005,9,0,MBT_POND,5,845,365,401,25,,0,0,224,0,224,98,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
205006,池边石六,,chitang_5006,9,0,MBT_POND,5,1017,369,401,25,,0,0,227,0,227,133,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
205007,池边石七,,chitang_5007,9,0,MBT_POND,5,1195,326,401,25,,0,0,139,0,139,192,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
301001,酒坛,chufang_1001,chufang_1001,1,0,MBT_KITCHEN,8,177,59,,20,,0,15,122,15,122,140,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
301003,燃料稻草,chufang_1003,chufang_1003,1,82,MBT_KITCHEN,8,,,,20,,0,23,299,23,299,162,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
301004,食材,chufang_1004,chufang_1004,1,82,MBT_KITCHEN,8,,,,20,,0,9,167,9,167,125,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
301005,水缸,chufang_1005,chufang_1005,1,191,MBT_KITCHEN,8,,,,20,,0,18,249,18,249,232,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4600,COST_RESOURCE,DIAMOND,100,20
301006,碗柜,chufang_1006,chufang_1006,1,0,MBT_KITCHEN,8,1022,235,,20,,0,0,276,0,276,443,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
301007,烧火柴,chufang_1007,chufang_1007,1,125,MBT_KITCHEN,8,,,,20,,0,0,205,0,205,128,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
301008,翔龙缸,chufang_1008,chufang_1008,1,78,MBT_KITCHEN,8,,,,20,,0,9,130,9,130,154,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1300,COST_RESOURCE,DIAMOND,100,20
301009,贡品蔬菜,chufang_1009,chufang_1009,1,220,MBT_KITCHEN,8,,,,20,,0,16,195,16,195,163,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3500,COST_RESOURCE,DIAMOND,100,20
301010,青瓷水缸,chufang_1010,chufang_1010,1,110,MBT_KITCHEN,8,,,,20,,0,0,236,0,236,220,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1800,COST_RESOURCE,DIAMOND,100,20
301011,珍贵木柴,chufang_1011,chufang_1011,1,220,MBT_KITCHEN,8,,,,20,,0,13,199,13,199,158,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3500,COST_RESOURCE,DIAMOND,100,20
301012,古酿,chufang_1012,chufang_1012,1,94,MBT_KITCHEN,8,,,,20,,0,0,120,0,120,159,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
301013,玉碗瓷盘,chufang_1013,chufang_1013,1,141,MBT_KITCHEN,8,,,,20,,0,0,433,0,433,400,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2300,COST_RESOURCE,DIAMOND,100,20
301014,星空食篮,chufang_1014,chufang_1014,1,158,MBT_KITCHEN,8,,,,20,,0,0,277,0,277,164,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
301015,星空瓷罐,chufang_1015,chufang_1015,1,92,MBT_KITCHEN,8,,,,20,,0,8,103,8,103,135,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1700,COST_RESOURCE,DIAMOND,100,20
301016,星空玉兔,chufang_1016,chufang_1016,1,105,MBT_KITCHEN,8,,,,20,,0,8,130,8,130,124,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
301017,星空烧水壶,chufang_1017,chufang_1017,1,79,MBT_KITCHEN,8,,,,20,,0,10,144,10,144,237,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
301018,星空缸,chufang_1018,chufang_1018,1,145,MBT_KITCHEN,8,,,,20,,0,8,246,8,246,190,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
301019,星空碗柜,chufang_1019,chufang_1019,1,105,MBT_KITCHEN,8,,,,20,,0,0,323,0,323,409,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
301020,和风稻草,chufang_1020,chufang_1020,1,228,MBT_KITCHEN,8,,,,20,,0,0,210,0,210,178,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4600,COST_RESOURCE,DIAMOND,100,20
301021,和风西红柿,chufang_1021,chufang_1021,1,114,MBT_KITCHEN,8,,,,20,,0,9,179,9,179,229,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2300,COST_RESOURCE,DIAMOND,100,20
301022,和风酒桶,chufang_1022,chufang_1022,1,114,MBT_KITCHEN,8,,,,20,,0,0,131,0,131,163,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2300,COST_RESOURCE,DIAMOND,100,20
301023,和风米桶,chufang_1023,chufang_1023,1,68,MBT_KITCHEN,8,,,,20,,0,10,259,10,259,398,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
301024,和风碗柜,chufang_1024,chufang_1024,1,91,MBT_KITCHEN,8,,,,20,,0,10,322,10,322,427,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1800,COST_RESOURCE,DIAMOND,100,20
301025,西域水果,chufang_1025,chufang_1025,1,46,MBT_KITCHEN,8,,,,20,,0,12,147,12,147,209,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1000,COST_RESOURCE,DIAMOND,100,20
301026,西域稻米,chufang_1026,chufang_1026,1,34,MBT_KITCHEN,8,,,,20,,0,8,211,8,211,167,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,800,COST_RESOURCE,DIAMOND,100,20
301027,西域酒罐,chufang_1027,chufang_1027,1,57,MBT_KITCHEN,8,,,,20,,0,12,209,12,209,217,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1300,COST_RESOURCE,DIAMOND,100,20
301028,西域油罐,chufang_1028,chufang_1028,1,57,MBT_KITCHEN,8,,,,20,,0,6,94,6,94,165,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1300,COST_RESOURCE,DIAMOND,100,20
301029,西域碗柜,chufang_1029,chufang_1029,1,115,MBT_KITCHEN,8,,,,20,,0,0,326,0,326,459,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2500,COST_RESOURCE,DIAMOND,100,20
302001,窗户,chufang_2001,chufang_2001,2,0,MBT_KITCHEN,9,506,460,101,9,,0,0,254,215,254,215,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
302002,壁架,chufang_2002,chufang_2002,2,273,MBT_KITCHEN,9,,,101,10,,0,45,409,151,409,151,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,6500,COST_RESOURCE,DIAMOND,100,20
302003,楠木方窗,chufang_2003,chufang_2003,2,75,MBT_KITCHEN,9,,,101,9,,0,0,241,201,241,201,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1200,COST_RESOURCE,DIAMOND,100,20
302004,精致厨具,chufang_2004,chufang_2004,2,141,MBT_KITCHEN,9,,,101,10,,0,0,259,189,259,189,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2300,COST_RESOURCE,DIAMOND,100,20
302005,星空圆窗,chufang_2005,chufang_2005,2,145,MBT_KITCHEN,9,,,101,9,,0,0,190,193,190,193,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
302006,星空挂柜,chufang_2006,chufang_2006,2,79,MBT_KITCHEN,9,,,101,10,,0,0,341,150,341,150,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
302007,和风挂柜,chufang_2007,chufang_2007,2,57,MBT_KITCHEN,9,,,101,10,,0,18,361,142,361,142,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1100,COST_RESOURCE,DIAMOND,100,20
302008,和风窗,chufang_2008,chufang_2008,2,57,MBT_KITCHEN,9,,,101,9,,0,0,235,143,235,143,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1100,COST_RESOURCE,DIAMOND,100,20
302009,和风菜谱,chufang_2009,chufang_2009,2,46,MBT_KITCHEN,9,,,101,10,,0,0,216,125,216,125,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,900,COST_RESOURCE,DIAMOND,100,20
302010,西域窗,chufang_2010,chufang_2010,2,36,MBT_KITCHEN,9,,,101,9,,0,0,228,219,228,219,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,800,COST_RESOURCE,DIAMOND,100,20
302011,西域架子,chufang_2011,chufang_2011,2,149,MBT_KITCHEN,9,,,101,10,,0,10,310,143,310,143,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
302012,西域锅,chufang_2012,chufang_2012,2,92,MBT_KITCHEN,9,,,101,10,,0,12,143,139,143,139,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
303001,大蒜,chufang_3001,chufang_3001,3,82,MBT_KITCHEN,10,,,,15,,0,222,36,222,36,222,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
303002,火腿,chufang_3002,chufang_3002,3,0,MBT_KITCHEN,10,365,488,,15,,0,280,73,280,73,280,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
303003,香肠,chufang_3003,chufang_3003,3,82,MBT_KITCHEN,10,,,,15,,0,269,39,269,39,269,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
303004,野鸡,chufang_3005,chufang_3005,3,110,MBT_KITCHEN,10,,,,15,,0,293,90,293,90,293,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1800,COST_RESOURCE,DIAMOND,100,20
303005,牛肉,chufang_3006,chufang_3006,3,125,MBT_KITCHEN,10,,,,15,,0,222,52,222,52,222,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
303006,锦鲤,chufang_3007,chufang_3007,3,188,MBT_KITCHEN,10,,,,15,,0,250,70,250,70,250,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3000,COST_RESOURCE,DIAMOND,100,20
303007,星空藕,chufang_3008,chufang_3008,3,197,MBT_KITCHEN,10,,,,15,,0,238,84,238,84,238,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3500,COST_RESOURCE,DIAMOND,100,20
303008,星空鸭,chufang_3009,chufang_3009,3,171,MBT_KITCHEN,10,,,,15,,0,269,85,269,85,269,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3100,COST_RESOURCE,DIAMOND,100,20
303009,星空吊篮,chufang_3010,chufang_3010,3,105,MBT_KITCHEN,10,,,,15,,0,205,118,205,118,205,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
303010,和风垂帘,chufang_3011,chufang_3011,3,91,MBT_KITCHEN,10,,,,15,,0,148,437,148,437,148,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1800,COST_RESOURCE,DIAMOND,100,20
303011,和风秋刀鱼,chufang_3012,chufang_3012,3,137,MBT_KITCHEN,10,,,,15,,0,291,69,291,69,291,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2700,COST_RESOURCE,DIAMOND,100,20
303012,和风鲷鱼,chufang_3013,chufang_3013,3,137,MBT_KITCHEN,10,,,,15,,0,173,44,173,44,173,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2700,COST_RESOURCE,DIAMOND,100,20
303013,和风吊灯,chufang_3014,chufang_3014,3,109,MBT_KITCHEN,10,,,,15,,0,184,62,184,62,184,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
303014,和风灯笼,chufang_3015,chufang_3015,3,57,MBT_KITCHEN,10,,,,15,,0,184,64,184,64,184,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1100,COST_RESOURCE,DIAMOND,100,20
303015,西域吊灯,chufang_3016,chufang_3016,3,115,MBT_KITCHEN,10,,,,15,,0,210,111,210,111,210,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2500,COST_RESOURCE,DIAMOND,100,20
303016,西域葡萄,chufang_3017,chufang_3017,3,57,MBT_KITCHEN,10,,,,15,,0,179,77,179,77,179,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1300,COST_RESOURCE,DIAMOND,100,20
305001,灶台,chufang_5001,chufang_5001,10,0,MBT_KITCHEN,8,342,138,,20,,0,0,722,0,722,336,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
305002,豪华灶台,chufang_5002,chufang_5002,10,78,MBT_KITCHEN,8,326,138,,20,,0,0,758,0,758,386,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1300,COST_RESOURCE,DIAMOND,100,20
305003,星空灶台,chufang_5003,chufang_5003,10,184,MBT_KITCHEN,8,328,138,,20,,0,0,753,0,753,344,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
305004,和风灶台,chufang_5004,chufang_5004,10,68,MBT_KITCHEN,8,325,138,,20,,0,0,760,0,760,332,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
305005,西域灶台,chufang_5005,chufang_5005,10,69,MBT_KITCHEN,8,321,138,,20,,0,0,768,0,768,352,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
306001,初始房梁,chufang_6001,chufang_6001,4,0,MBT_KITCHEN,10,0,691,,999,,0,77,1334,77,1334,77,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
306002,皇室房梁,chufang_6002,chufang_6002,4,0,MBT_KITCHEN,10,0,693,,999,,0,75,1334,75,1334,75,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
306003,星空房梁,chufang_6003,chufang_6003,4,66,MBT_KITCHEN,10,0,698,,999,,0,70,1334,70,1334,70,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1200,COST_RESOURCE,DIAMOND,100,20
306004,和风房梁,chufang_6004,chufang_6004,4,80,MBT_KITCHEN,10,0,698,,999,,0,70,1334,70,1334,70,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1600,COST_RESOURCE,DIAMOND,100,20
