id,name,slot,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,damage_type,target_find.target_grids,target_find.target_select,target_find.target_filters.target_filters.type,target_find.target_filters.target_filters.arg,target_find.target_filters.target_filters.type,target_find.target_filters.target_filters.arg,target_find.target_sort,target_find.max_target,target_find.target_is_grid,opacity,speed,type,time,icon,scale,cd,default_cd,on_cast_self.pttid,on_cast_self.caster,on_cast_self.target,on_cast_self.pttid,on_cast_self.caster,on_cast_self.target,on_cast.pttid,on_cast.caster,on_cast.target,on_cast.pttid,on_cast.caster,on_cast.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,tags,tags,special_lens,cast_effect.stitching_effect,cast_effect.effect,cast_effect.unflipped_over,cast_effect.create_in_center,cast_effect.forever,cast_effect.stitching_effect,cast_effect.effect,cast_effect.unflipped_over,cast_effect.create_in_center,cast_effect.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_ctr.stitching_effect,cast_effect_ctr.effect,cast_effect_ctr.unflipped_over,cast_effect_ctr.create_in_center,cast_effect_ctr.forever,cast_attack_effect.stitching_effect,cast_attack_effect.effect,cast_attack_effect.unflipped_over,cast_attack_effect.create_in_center,cast_attack_effect.forever,target_effect.stitching_effect,target_effect.effect,target_effect.unflipped_over,target_effect.create_in_center,target_effect.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_ctr.stitching_effect,target_effect_ctr.effect,target_effect_ctr.unflipped_over,target_effect_ctr.create_in_center,target_effect_ctr.forever,cast_anim,special_sound,name_sound,attack_sound,hit_sound,value,factor,level,levelup_skill,levelup_conditions.conditions.type,levelup_conditions.conditions.arg,levelup_conditions.conditions.arg,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unite_skill.dps,unite_skill.tank,unite_skill.assist,desc,zhanli
801911,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80190211,SKILL_CASTER,SKILL_TARGET,,,,80190111,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,9,801912,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1回合,
801912,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80190212,SKILL_CASTER,SKILL_TARGET,,,,80190112,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,10,801913,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1回合,
801913,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80190213,SKILL_CASTER,SKILL_TARGET,,,,80190113,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,11,801914,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1回合,
801914,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80190214,SKILL_CASTER,SKILL_TARGET,,,,80190114,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,12,801916,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1回合,
801916,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80190216,SKILL_CASTER,SKILL_TARGET,,,,80190116,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,13,801917,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1回合,
801917,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80190217,SKILL_CASTER,SKILL_TARGET,,,,80190117,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,14,801918,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1回合,
801918,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80190218,SKILL_CASTER,SKILL_TARGET,,,,80190118,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,15,801919,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1回合,
801919,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80190219,SKILL_CASTER,SKILL_TARGET,,,,80190119,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,16,802011,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1回合,
802011,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80200211,SKILL_CASTER,SKILL_TARGET,,,,80200111,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,17,802012,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1000回合,
802012,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80200212,SKILL_CASTER,SKILL_TARGET,,,,80200112,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,18,802013,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1000回合,
802013,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80200213,SKILL_CASTER,SKILL_TARGET,,,,80200113,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,19,802014,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1000回合,
802014,覆雨翻云,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,,sprites/skill/jineng_fuyufanyun,1,0,0,,,,,,,80200214,SKILL_CASTER,SKILL_TARGET,,,,80200114,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0135u,,,,,,,,,,newskills/effect_0135d,,,,,,,,,,,,,,,newskills/pre_camera_0135u,,,,,,,,,,newskills/effect_hit_0223u,,,,,newskills/effect_hit_0223d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0223u,,,,attack,,soundeffects/fuyufanyun_nv_xiao,soundeffects/tuobajin4_sk_1,soundeffects/tuobajin4_sk_2,0,1000,20,,,,,,,,,,{normal-color}指定竖排造成{green-color}100%{normal-color}的{purple-color}法术伤害{normal-color}，并且有{green-color}100%{normal-color}几率造成冰冻效果，如果目标已经冰冻，则额外使目标受到的伤害提高1000%，持续1000回合,
802111,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80210111,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,1,802112,,,,,,,,,{normal-color}恢复1个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值,
802112,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80210112,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,2,802113,,,,,,,,,{normal-color}恢复1个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值,
802113,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80210113,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,3,802114,,,,,,,,,{normal-color}恢复1个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值,
802114,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80210114,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,4,802211,,,,,,,,,{normal-color}恢复1个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值,
802211,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80220111,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,5,802212,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值,
802212,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80220112,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,6,802213,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值,
802213,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80220113,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,7,802214,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值,
802214,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80220114,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,8,802311,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值,
802311,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80230111,SKILL_CASTER,SKILL_TARGET,80230211,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,9,802312,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值并且使目标受到的伤害降低1000%，持续两回合,
802312,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80230112,SKILL_CASTER,SKILL_TARGET,80230212,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,10,802313,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值并且使目标受到的伤害降低1000%，持续两回合,
802313,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80230113,SKILL_CASTER,SKILL_TARGET,80230213,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,11,802314,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值并且使目标受到的伤害降低1000%，持续两回合,
802314,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80230114,SKILL_CASTER,SKILL_TARGET,80230214,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,12,802316,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值并且使目标受到的伤害降低1000%，持续两回合,
802316,国色天香,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,LEAST_HP,1000,,,,,2,sprites/skill/jineng_guosetianxiang,1,0,0,,,,,,,80230116,SKILL_CASTER,SKILL_TARGET,80230216,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,HEAL,,True,True,newskills/effect_0138u,,,,,newskills/effect_hit_0226u,,True,,,newskills/effect_0138d,,,,,,,,,,,,,,,newskills/pre_camera_0138u,,,,,,,,,True,newskills/effect_hit_0227u,,,,True,newskills/effect_hit_0227d,,,,,newskills/effect_hit_0227u,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0226u,,,,attack,,soundeffects/guosetianxiang_nv_xiao,soundeffects/lichangle2_sk_1,soundeffects/lichangle2_sk_2,0,1000,13,802317,,,,,,,,,{normal-color}恢复最多1000个血量最低的目标自己生命上限{green-color}100%{normal-color}的生命值并且使目标受到的伤害降低1000%，持续两回合,
