id,ips.origin,ips.end_point,ips.area_id,ips.area_name
14195,192.132.240.0,192.132.242.255,1009,北美地区
14196,192.132.245.0,192.132.245.255,1010,欧洲地区
14197,192.132.246.0,192.132.246.255,1009,北美地区
14198,192.132.252.0,192.132.252.255,1010,欧洲地区
14199,192.132.253.0,192.132.253.255,1014,大洋州地区
14200,192.132.254.0,192.132.254.255,1009,北美地区
14201,192.133.2.0,192.133.3.255,1009,北美地区
14202,192.133.5.0,192.133.5.255,1009,北美地区
14203,192.133.7.0,192.133.9.255,1009,北美地区
14204,192.133.10.0,192.133.10.255,1011,东南亚地区
14205,192.133.11.0,192.133.12.255,1009,北美地区
14206,192.133.15.0,192.133.15.255,1010,欧洲地区
14207,192.133.17.0,192.133.20.255,1009,北美地区
14208,192.133.21.0,192.133.21.255,1014,大洋州地区
14209,192.133.22.0,192.133.25.255,1009,北美地区
14210,192.133.27.0,192.133.27.255,1009,北美地区
14211,192.133.28.0,192.133.28.255,1010,欧洲地区
14212,192.133.29.0,192.133.30.255,1009,北美地区
14213,192.133.31.0,192.133.31.255,1014,大洋州地区
14214,192.133.32.0,192.133.32.255,1010,欧洲地区
14215,192.133.33.0,192.133.35.255,1009,北美地区
14216,192.133.37.0,192.133.40.255,1009,北美地区
14217,192.133.41.0,192.133.41.255,1014,大洋州地区
14218,192.133.42.0,192.133.44.255,1009,北美地区
14219,192.133.46.0,192.133.46.255,1009,北美地区
14220,192.133.48.0,192.133.48.255,1009,北美地区
14221,192.133.50.0,192.133.52.255,1009,北美地区
14222,192.133.53.0,192.133.55.255,1010,欧洲地区
14223,192.133.56.0,192.133.57.255,1009,北美地区
14224,192.133.58.0,192.133.58.255,1010,欧洲地区
14225,192.133.59.0,192.133.63.255,1009,北美地区
14226,192.133.64.0,192.133.64.255,1010,欧洲地区
14227,192.133.65.0,192.133.65.255,1009,北美地区
14228,192.133.67.0,192.133.67.255,1011,东南亚地区
14229,192.133.68.0,192.133.71.255,1009,北美地区
14230,192.133.73.0,192.133.74.255,1009,北美地区
14231,192.133.76.0,192.133.79.255,1009,北美地区
14232,192.133.83.0,192.133.84.255,1009,北美地区
14233,192.133.86.0,192.133.89.255,1009,北美地区
14234,192.133.91.0,192.133.100.255,1009,北美地区
14235,192.133.102.0,192.133.102.255,1009,北美地区
14236,192.133.103.0,192.133.103.255,1010,欧洲地区
14237,192.133.104.0,192.133.105.255,1009,北美地区
14238,192.133.108.0,192.133.111.255,1010,欧洲地区
14239,192.133.112.0,192.133.120.255,1009,北美地区
14240,192.133.121.0,192.133.121.255,1010,欧洲地区
14241,192.133.122.0,192.133.130.255,1009,北美地区
14242,192.133.131.0,192.133.131.255,1010,欧洲地区
14243,192.133.132.0,192.133.243.255,1009,北美地区
14244,192.133.244.0,192.133.244.255,1010,欧洲地区
14245,192.133.245.0,192.133.246.255,1009,北美地区
14246,192.133.250.0,192.133.250.255,1012,非洲地区
14247,192.133.251.0,192.133.254.255,1009,北美地区
14248,192.134.0.0,192.134.255.255,1010,欧洲地区
14249,192.135.1.0,192.135.6.255,1009,北美地区
14250,192.135.7.0,192.135.37.255,1010,欧洲地区
14251,192.135.38.0,192.135.38.255,1009,北美地区
14252,192.135.40.0,192.135.45.255,1009,北美地区
14253,192.135.46.0,192.135.46.255,1010,欧洲地区
14254,192.135.47.0,192.135.49.255,1009,北美地区
14255,192.135.51.0,192.135.53.255,1010,欧洲地区
14256,192.135.56.0,192.135.59.255,1009,北美地区
14257,192.135.63.0,192.135.63.255,1010,欧洲地区
14258,192.135.64.0,192.135.65.255,1009,北美地区
14259,192.135.66.0,192.135.66.255,1010,欧洲地区
14260,192.135.67.0,192.135.67.255,1009,北美地区
14261,192.135.68.0,192.135.68.255,1010,欧洲地区
14262,192.135.69.0,192.135.81.255,1009,北美地区
14263,192.135.82.0,192.135.82.255,1010,欧洲地区
14264,192.135.83.0,192.135.88.255,1009,北美地区
14265,192.135.112.0,192.135.122.255,1009,北美地区
14266,192.135.124.0,192.135.128.255,1009,北美地区
14267,192.135.129.0,192.135.129.255,1010,欧洲地区
14268,192.135.130.0,192.135.132.255,1009,北美地区
14269,192.135.133.0,192.135.133.255,1010,欧洲地区
14270,192.135.134.0,192.135.135.255,1009,北美地区
14271,192.135.137.0,192.135.142.255,1009,北美地区
14272,192.135.143.0,192.135.143.255,1010,欧洲地区
14273,192.135.144.0,192.135.144.255,1009,北美地区
14274,192.135.145.0,192.135.168.255,1010,欧洲地区
14275,192.135.169.0,192.135.174.255,1009,北美地区
14276,192.135.175.0,192.135.175.255,1010,欧洲地区
14277,192.135.176.0,192.135.184.255,1009,北美地区
14278,192.135.185.0,192.135.185.255,1010,欧洲地区
14279,192.135.186.0,192.135.186.255,1009,北美地区
14280,192.135.187.0,192.135.187.255,1010,欧洲地区
14281,192.135.189.0,192.135.193.255,1009,北美地区
14282,192.135.197.0,192.135.198.255,1009,北美地区
14283,192.135.200.0,192.135.203.255,1009,北美地区
14284,192.135.205.0,192.135.205.255,1009,北美地区
14285,192.135.207.0,192.135.208.255,1014,大洋州地区
14286,192.135.209.0,192.135.209.255,1009,北美地区
14287,192.135.211.0,192.135.217.255,1009,北美地区
14288,192.135.219.0,192.135.219.255,1010,欧洲地区
14289,192.135.220.0,192.135.221.255,1009,北美地区
14290,192.135.225.0,192.135.225.255,1010,欧洲地区
14291,192.135.226.0,192.135.229.255,1009,北美地区
14292,192.135.231.0,192.135.234.255,1010,欧洲地区
14293,192.135.235.0,192.135.247.255,1009,北美地区
14294,192.135.249.0,192.135.250.255,1009,北美地区
14295,192.135.252.0,192.135.252.255,1009,北美地区
14296,192.135.253.0,192.135.254.255,1010,欧洲地区
14297,192.136.1.0,192.136.6.255,1009,北美地区
14298,192.136.7.0,192.136.7.255,1010,欧洲地区
14299,192.136.8.0,192.136.8.255,1009,北美地区
14300,192.136.9.0,192.136.9.255,1010,欧洲地区
14301,192.136.10.0,192.136.17.255,1009,北美地区
14302,192.136.18.0,192.136.19.255,1010,欧洲地区
14303,192.136.20.0,192.136.22.255,1009,北美地区
14304,192.136.23.0,192.136.23.255,1010,欧洲地区
14305,192.136.24.0,192.136.28.255,1009,北美地区
14306,192.136.29.0,192.136.31.255,1010,欧洲地区
14307,192.136.32.0,192.136.35.255,1009,北美地区
14308,192.136.37.0,192.136.38.255,1009,北美地区
14309,192.136.39.0,192.136.39.255,1014,大洋州地区
14310,192.136.40.0,192.136.41.255,1010,欧洲地区
14311,192.136.48.0,192.136.48.255,1009,北美地区
14312,192.136.49.0,192.136.49.255,1010,欧洲地区
14313,192.136.50.0,192.136.50.255,1009,北美地区
14314,192.136.51.0,192.136.52.255,1010,欧洲地区
14315,192.136.54.0,192.136.54.255,1010,欧洲地区
14316,192.136.55.0,192.136.57.255,1012,非洲地区
14317,192.136.58.0,192.136.58.255,1010,欧洲地区
14318,192.136.59.0,192.136.59.255,1014,大洋州地区
14319,192.136.60.0,192.136.60.255,1009,北美地区
14320,192.136.61.0,192.136.61.255,1010,欧洲地区
14321,192.136.62.0,192.136.70.255,1009,北美地区
14322,192.136.71.0,192.136.102.255,1010,欧洲地区
14323,192.136.106.0,192.136.112.255,1009,北美地区
14324,192.136.114.0,192.136.115.255,1009,北美地区
14325,192.136.119.0,192.136.134.255,1009,北美地区
14326,192.136.136.0,192.136.140.255,1009,北美地区
14327,192.136.144.0,192.136.153.255,1009,北美地区
14328,192.136.154.0,192.136.156.255,1010,欧洲地区
14329,192.136.160.0,192.137.255.255,1009,北美地区
14330,192.138.1.0,192.138.8.255,1010,欧洲地区
14331,192.138.12.0,192.138.85.255,1009,北美地区
14332,192.138.86.0,192.138.86.255,1010,欧洲地区
14333,192.138.87.0,192.138.98.255,1009,北美地区
14334,192.138.100.0,192.138.100.255,1014,大洋州地区
14335,192.138.101.0,192.138.104.255,1009,北美地区
14336,192.138.105.0,192.138.117.255,1010,欧洲地区
14337,192.138.120.0,192.138.125.255,1011,东南亚地区
14338,192.138.126.0,192.138.132.255,1009,北美地区
14339,192.138.134.0,192.138.147.255,1009,北美地区
14340,192.138.149.0,192.138.154.255,1009,北美地区
14341,192.138.155.0,192.138.158.255,1010,欧洲地区
14342,192.138.159.0,192.138.160.255,1009,北美地区
14343,192.138.162.0,192.138.163.255,1009,北美地区
14344,192.138.165.0,192.138.182.255,1009,北美地区
14345,192.138.183.0,192.138.183.255,1010,欧洲地区
14346,192.138.184.0,192.138.187.255,1009,北美地区
14347,192.138.189.0,192.138.191.255,1009,北美地区
14348,192.138.192.0,192.138.192.255,1010,欧洲地区
14349,192.138.193.0,192.138.203.255,1009,北美地区
14350,192.138.204.0,192.138.204.255,1010,欧洲地区
14351,192.138.205.0,192.138.205.255,1009,北美地区
14352,192.138.207.0,192.138.208.255,1009,北美地区
14353,192.138.213.0,192.138.217.255,1009,北美地区
14354,192.138.220.0,192.138.226.255,1009,北美地区
14355,192.138.228.0,192.138.232.255,1010,欧洲地区
14356,192.138.233.0,192.138.247.255,1009,北美地区
14357,192.138.248.0,192.138.248.255,1010,欧洲地区
14358,192.138.249.0,192.138.250.255,1009,北美地区
14359,192.138.251.0,192.138.251.255,1014,大洋州地区
14360,192.138.252.0,192.138.254.255,1009,北美地区
14361,192.139.1.0,192.139.2.255,1009,北美地区
14362,192.139.4.0,192.139.4.255,1009,北美地区
14363,192.139.6.0,192.139.17.255,1009,北美地区
14364,192.139.19.0,192.139.19.255,1009,北美地区
14365,192.139.21.0,192.139.61.255,1009,北美地区
14366,192.139.63.0,192.139.77.255,1009,北美地区
14367,192.139.78.0,192.139.78.255,1010,欧洲地区
14368,192.139.79.0,192.139.127.255,1009,北美地区
14369,192.139.129.0,192.139.130.255,1009,北美地区
14370,192.139.133.0,192.139.138.255,1009,北美地区
14371,192.139.140.0,192.139.146.255,1009,北美地区
14372,192.139.148.0,192.139.188.255,1009,北美地区
14373,192.139.190.0,192.139.191.255,1009,北美地区
14374,192.139.193.0,192.139.204.255,1009,北美地区
14375,192.139.206.0,192.139.254.255,1009,北美地区
14376,192.144.74.0,192.144.77.255,1010,欧洲地区
14377,192.145.232.0,192.145.255.255,1009,北美地区
14378,192.146.1.0,192.146.112.255,1009,北美地区
14379,192.146.114.0,192.146.116.255,1009,北美地区
14380,192.146.117.0,192.146.117.255,1010,欧洲地区
14381,192.146.119.0,192.146.119.255,1010,欧洲地区
14382,192.146.120.0,192.146.122.255,1009,北美地区
14383,192.146.123.0,192.146.126.255,1010,欧洲地区
14384,192.146.127.0,192.146.129.255,1009,北美地区
14385,192.146.132.0,192.146.132.255,1010,欧洲地区
14386,192.146.133.0,192.146.133.255,1014,大洋州地区
14387,192.146.134.0,192.146.141.255,1010,欧洲地区
14388,192.146.142.0,192.146.149.255,1009,北美地区
14389,192.146.150.0,192.146.150.255,1014,大洋州地区
14390,192.146.151.0,192.146.151.255,1009,北美地区
14391,192.146.152.0,192.146.152.255,1010,欧洲地区
14392,192.146.153.0,192.146.156.255,1009,北美地区
14393,192.146.157.0,192.146.157.255,1013,南美地区
14394,192.146.158.0,192.146.162.255,1009,北美地区
14395,192.146.163.0,192.146.170.255,1010,欧洲地区
14396,192.146.171.0,192.146.171.255,1009,北美地区
14397,192.146.172.0,192.146.182.255,1010,欧洲地区
14398,192.146.183.0,192.146.183.255,1009,北美地区
14399,192.146.185.0,192.146.185.255,1010,欧洲地区
14400,192.146.187.0,192.146.187.255,1010,欧洲地区
14401,192.146.188.0,192.146.188.255,1009,北美地区
14402,192.146.191.0,192.146.192.255,1009,北美地区
14403,192.146.193.0,192.146.193.255,1010,欧洲地区
14404,192.146.194.0,192.146.198.255,1009,北美地区
14405,192.146.200.0,192.146.200.255,1014,大洋州地区
14406,192.146.201.0,192.146.203.255,1009,北美地区
14407,192.146.204.0,192.146.204.255,1010,欧洲地区
14408,192.146.205.0,192.146.217.255,1009,北美地区
14409,192.146.218.0,192.146.219.255,1014,大洋州地区
14410,192.146.220.0,192.146.226.255,1009,北美地区
14411,192.146.227.0,192.146.228.255,1010,欧洲地区
14412,192.146.229.0,192.146.229.255,1013,南美地区
14413,192.146.233.0,192.146.234.255,1010,欧洲地区
14414,192.146.235.0,192.146.236.255,1009,北美地区
14415,192.146.237.0,192.146.237.255,1013,南美地区
14416,192.146.238.0,192.146.239.255,1010,欧洲地区
14417,192.146.240.0,192.146.241.255,1009,北美地区
14418,192.146.242.0,192.146.242.255,1010,欧洲地区
14419,192.146.243.0,192.146.250.255,1009,北美地区
14420,192.146.251.0,192.146.253.255,1014,大洋州地区
14421,192.146.254.0,192.146.254.255,1009,北美地区
14422,192.147.3.0,192.147.10.255,1009,北美地区
14423,192.147.12.0,192.147.22.255,1009,北美地区
14424,192.147.23.0,192.147.23.255,1010,欧洲地区
14425,192.147.25.0,192.147.33.255,1009,北美地区
14426,192.147.34.0,192.147.34.255,1010,欧洲地区
14427,192.147.35.0,192.147.35.255,1009,北美地区
14428,192.147.36.0,192.147.36.255,1010,欧洲地区
14429,192.147.38.0,192.147.41.255,1009,北美地区
14430,192.147.42.0,192.147.42.255,1010,欧洲地区
14431,192.147.43.0,192.147.69.255,1009,北美地区
14432,192.147.72.0,192.147.75.255,1009,北美地区
14433,192.147.76.0,192.147.79.255,1010,欧洲地区
14434,192.147.80.0,192.147.113.255,1009,北美地区
14435,192.147.114.0,192.147.114.255,1014,大洋州地区
14436,192.147.115.0,192.147.115.255,1009,北美地区
14437,192.147.117.0,192.147.140.255,1009,北美地区
14438,192.147.141.0,192.147.141.255,1010,欧洲地区
14439,192.147.142.0,192.147.147.255,1009,北美地区
14440,192.147.149.0,192.147.149.255,1009,北美地区
14441,192.147.150.0,192.147.150.255,1010,欧洲地区
14442,192.147.152.0,192.147.153.255,1014,大洋州地区
14443,192.147.154.0,192.147.154.255,1009,北美地区
14444,192.147.155.0,192.147.155.255,1010,欧洲地区
14445,192.147.156.0,192.147.209.255,1009,北美地区
14446,192.147.210.0,192.147.210.255,1013,南美地区
14447,192.147.211.0,192.147.211.255,1009,北美地区
14448,192.147.212.0,192.147.212.255,1010,欧洲地区
14449,192.147.213.0,192.147.214.255,1009,北美地区
14450,192.147.215.0,192.147.217.255,1010,欧洲地区
14451,192.147.218.0,192.147.218.255,1013,南美地区
14452,192.147.219.0,192.147.219.255,1010,欧洲地区
14453,192.147.220.0,192.147.227.255,1009,北美地区
14454,192.147.228.0,192.147.228.255,1010,欧洲地区
14455,192.147.229.0,192.147.230.255,1009,北美地区
14456,192.147.232.0,192.147.234.255,1009,北美地区
14457,192.147.235.0,192.147.235.255,1014,大洋州地区
14458,192.147.236.0,192.147.240.255,1009,北美地区
14459,192.147.242.0,192.147.245.255,1009,北美地区
14460,192.147.246.0,192.147.246.255,1014,大洋州地区
14461,192.147.247.0,192.147.247.255,1010,欧洲地区
14462,192.147.248.0,192.147.250.255,1009,北美地区
14463,192.147.252.0,192.147.252.255,1009,北美地区
14464,192.147.253.0,192.147.253.255,1014,大洋州地区
14465,192.147.254.0,192.147.254.255,1009,北美地区
14466,192.148.0.0,192.148.32.255,1009,北美地区
14467,192.148.33.0,192.148.92.255,1010,欧洲地区
14468,192.148.93.0,192.148.102.255,1009,北美地区
14469,192.148.103.0,192.148.103.255,1010,欧洲地区
14470,192.148.105.0,192.148.105.255,1009,北美地区
14471,192.148.107.0,192.148.110.255,1009,北美地区
14472,192.148.112.0,192.148.115.255,1009,北美地区
14473,192.148.116.0,192.148.165.255,1014,大洋州地区
14474,192.148.166.0,192.148.167.255,1010,欧洲地区
14475,192.148.168.0,192.148.172.255,1009,北美地区
14476,192.148.174.0,192.148.176.255,1009,北美地区
14477,192.148.177.0,192.148.186.255,1010,欧洲地区
14478,192.148.187.0,192.148.191.255,1009,北美地区
14479,192.148.192.0,192.148.194.255,1010,欧洲地区
14480,192.148.195.0,192.148.197.255,1009,北美地区
14481,192.148.198.0,192.148.216.255,1010,欧洲地区
14482,192.148.217.0,192.148.218.255,1009,北美地区
14483,192.148.220.0,192.148.220.255,1010,欧洲地区
14484,192.148.221.0,192.148.221.255,1014,大洋州地区
14485,192.148.222.0,192.148.222.255,1009,北美地区
14486,192.148.223.0,192.148.230.255,1014,大洋州地区
14487,192.148.231.0,192.148.253.255,1009,北美地区
14488,192.149.1.0,192.149.2.255,1009,北美地区
14489,192.149.3.0,192.149.3.255,1010,欧洲地区
14490,192.149.4.0,192.149.4.255,1009,北美地区
14491,192.149.5.0,192.149.5.255,1010,欧洲地区
14492,192.149.6.0,192.149.7.255,1009,北美地区
14493,192.149.9.0,192.149.9.255,1009,北美地区
14494,192.149.11.0,192.149.14.255,1009,北美地区
14495,192.149.15.0,192.149.15.255,1010,欧洲地区
14496,192.149.16.0,192.149.16.255,1009,北美地区
14497,192.149.18.0,192.149.18.255,1009,北美地区
14498,192.149.19.0,192.149.19.255,1010,欧洲地区
14499,192.149.20.0,192.149.20.255,1014,大洋州地区
14500,192.149.21.0,192.149.22.255,1009,北美地区
14501,192.149.24.0,192.149.26.255,1009,北美地区
14502,192.149.27.0,192.149.27.255,1010,欧洲地区
14503,192.149.28.0,192.149.28.255,1009,北美地区
14504,192.149.29.0,192.149.33.255,1010,欧洲地区
14505,192.149.34.0,192.149.34.255,1009,北美地区
14506,192.149.35.0,192.149.35.255,1010,欧洲地区
14507,192.149.36.0,192.149.36.255,1014,大洋州地区
14508,192.149.37.0,192.149.38.255,1009,北美地区
14509,192.149.40.0,192.149.40.255,1009,北美地区
14510,192.149.41.0,192.149.41.255,1010,欧洲地区
14511,192.149.42.0,192.149.53.255,1009,北美地区
14512,192.149.54.0,192.149.54.255,1014,大洋州地区
14513,192.149.55.0,192.149.56.255,1009,北美地区
14514,192.149.57.0,192.149.57.255,1010,欧洲地区
14515,192.149.59.0,192.149.60.255,1010,欧洲地区
14516,192.149.61.0,192.149.66.255,1009,北美地区
14517,192.149.68.0,192.149.71.255,1009,北美地区
14518,192.149.74.0,192.149.75.255,1009,北美地区
14519,192.149.77.0,192.149.79.255,1010,欧洲地区
14520,192.149.80.0,192.149.83.255,1009,北美地区
14521,192.149.85.0,192.149.87.255,1009,北美地区
14522,192.149.89.0,192.149.89.255,1009,北美地区
14523,192.149.92.0,192.149.94.255,1009,北美地区
14524,192.149.97.0,192.149.99.255,1009,北美地区
14525,192.149.100.0,192.149.100.255,1010,欧洲地区
14526,192.149.101.0,192.149.101.255,1009,北美地区
14527,192.149.102.0,192.149.102.255,1010,欧洲地区
14528,192.149.103.0,192.149.103.255,1009,北美地区
14529,192.149.105.0,192.149.109.255,1009,北美地区
14530,192.149.110.0,192.149.111.255,1010,欧洲地区
14531,192.149.112.0,192.149.114.255,1009,北美地区
14532,192.149.116.0,192.149.116.255,1009,北美地区
14533,192.149.117.0,192.149.121.255,1010,欧洲地区
14534,192.149.122.0,192.149.125.255,1009,北美地区
14535,192.149.126.0,192.149.126.255,1010,欧洲地区
14536,192.149.127.0,192.149.148.255,1009,北美地区
14537,192.149.150.0,192.149.201.255,1009,北美地区
14538,192.149.202.0,192.149.202.255,1014,大洋州地区
14539,192.149.203.0,192.149.208.255,1009,北美地区
14540,192.149.211.0,192.149.218.255,1009,北美地区
14541,192.149.220.0,192.149.226.255,1009,北美地区
14542,192.149.227.0,192.149.227.255,1010,欧洲地区
14543,192.149.228.0,192.149.231.255,1009,北美地区
14544,192.149.232.0,192.149.232.255,1010,欧洲地区
14545,192.149.233.0,192.149.233.255,1009,北美地区
14546,192.149.235.0,192.149.237.255,1009,北美地区
14547,192.149.238.0,192.149.238.255,1010,欧洲地区
14548,192.149.239.0,192.149.239.255,1008,港澳台地区
14549,192.149.240.0,192.149.244.255,1009,北美地区
14550,192.149.248.0,192.149.252.255,1009,北美地区
14551,192.150.1.0,192.150.40.255,1009,北美地区
14552,192.150.45.0,192.150.45.255,1009,北美地区
14553,192.150.51.0,192.150.56.255,1009,北美地区
14554,192.150.58.0,192.150.72.255,1010,欧洲地区
14555,192.150.75.0,192.150.76.255,1010,欧洲地区
14556,192.150.78.0,192.150.84.255,1010,欧洲地区
14557,192.150.87.0,192.150.88.255,1009,北美地区
14558,192.150.89.0,192.150.89.255,1010,欧洲地区
14559,192.150.90.0,192.150.91.255,1009,北美地区
14560,192.150.92.0,192.150.92.255,1010,欧洲地区
14561,192.150.93.0,192.150.93.255,1009,北美地区
14562,192.150.94.0,192.150.94.255,1010,欧洲地区
14563,192.150.95.0,192.150.95.255,1009,北美地区
14564,192.150.96.0,192.150.96.255,1014,大洋州地区
14565,192.150.97.0,192.150.103.255,1009,北美地区
14566,192.150.104.0,192.150.104.255,1010,欧洲地区
14567,192.150.105.0,192.150.105.255,1009,北美地区
14568,192.150.106.0,192.150.106.255,1010,欧洲地区
14569,192.150.108.0,192.150.115.255,1009,北美地区
14570,192.150.117.0,192.150.122.255,1009,北美地区
14571,192.150.124.0,192.150.124.255,1010,欧洲地区
14572,192.150.125.0,192.150.125.255,1009,北美地区
14573,192.150.127.0,192.150.128.255,1009,北美地区
14574,192.150.129.0,192.150.139.255,1014,大洋州地区
14575,192.150.140.0,192.150.140.255,1010,欧洲地区
14576,192.150.141.0,192.150.141.255,1009,北美地区
14577,192.150.143.0,192.150.143.255,1009,北美地区
14578,192.150.144.0,192.150.144.255,1014,大洋州地区
14579,192.150.145.0,192.150.145.255,1009,北美地区
14580,192.150.146.0,192.150.146.255,1010,欧洲地区
14581,192.150.147.0,192.150.150.255,1009,北美地区
14582,192.150.152.0,192.150.159.255,1009,北美地区
14583,192.150.161.0,192.150.173.255,1009,北美地区
14584,192.150.175.0,192.150.176.255,1009,北美地区
14585,192.150.177.0,192.150.184.255,1010,欧洲地区
14586,192.150.186.0,192.150.187.255,1009,北美地区
14587,192.150.188.0,192.150.190.255,1010,欧洲地区
14588,192.150.191.0,192.150.191.255,1009,北美地区
14589,192.150.192.0,192.150.198.255,1010,欧洲地区
14590,192.150.199.0,192.150.199.255,1009,北美地区
14591,192.150.201.0,192.150.201.255,1009,北美地区
14592,192.150.202.0,192.150.202.255,1014,大洋州地区
14593,192.150.203.0,192.150.205.255,1010,欧洲地区
14594,192.150.206.0,192.150.206.255,1009,北美地区
14595,192.150.208.0,192.150.209.255,1010,欧洲地区
14596,192.150.210.0,192.150.210.255,1009,北美地区
14597,192.150.212.0,192.150.212.255,1009,北美地区
14598,192.150.216.0,192.150.217.255,1009,北美地区
14599,192.150.218.0,192.150.220.255,1014,大洋州地区
14600,192.150.221.0,192.150.222.255,1009,北美地区
14601,192.150.223.0,192.150.223.255,1010,欧洲地区
14602,192.150.224.0,192.150.226.255,1009,北美地区
14603,192.150.227.0,192.150.233.255,1010,欧洲地区
14604,192.150.234.0,192.150.237.255,1014,大洋州地区
14605,192.150.238.0,192.150.238.255,1010,欧洲地区
14606,192.150.239.0,192.150.243.255,1009,北美地区
14607,192.150.245.0,192.150.245.255,1009,北美地区
14608,192.150.246.0,192.150.246.255,1014,大洋州地区
14609,192.150.247.0,192.150.247.255,1009,北美地区
14610,192.150.248.0,192.150.248.255,1010,欧洲地区
14611,192.150.249.0,192.150.251.255,1011,东南亚地区
14612,192.150.252.0,192.150.252.255,1010,欧洲地区
14613,192.150.253.0,192.150.253.255,1009,北美地区
14614,192.150.254.0,192.150.254.255,1010,欧洲地区
14615,192.151.1.0,192.151.128.255,1009,北美地区
14616,192.151.132.0,192.151.255.255,1009,北美地区
14617,192.152.1.0,192.152.5.255,1009,北美地区
14618,192.152.6.0,192.152.6.255,1010,欧洲地区
14619,192.152.7.0,192.152.9.255,1009,北美地区
14620,192.152.11.0,192.152.13.255,1009,北美地区
14621,192.152.14.0,192.152.14.255,1010,欧洲地区
14622,192.152.15.0,192.152.16.255,1009,北美地区
14623,192.152.17.0,192.152.17.255,1010,欧洲地区
14624,192.152.18.0,192.152.21.255,1009,北美地区
14625,192.152.26.0,192.152.27.255,1010,欧洲地区
14626,192.152.29.0,192.152.41.255,1009,北美地区
14627,192.152.42.0,192.152.42.255,1010,欧洲地区
14628,192.152.43.0,192.152.43.255,1009,北美地区
14629,192.152.44.0,192.152.44.255,1010,欧洲地区
14630,192.152.45.0,192.152.46.255,1009,北美地区
14631,192.152.47.0,192.152.51.255,1010,欧洲地区
14632,192.152.52.0,192.152.53.255,1009,北美地区
14633,192.152.54.0,192.152.54.255,1010,欧洲地区
14634,192.152.55.0,192.152.60.255,1009,北美地区
14635,192.152.61.0,192.152.63.255,1010,欧洲地区
14636,192.152.64.0,192.152.65.255,1009,北美地区
14637,192.152.67.0,192.152.67.255,1009,北美地区
14638,192.152.68.0,192.152.68.255,1010,欧洲地区
14639,192.152.70.0,192.152.78.255,1009,北美地区
14640,192.152.80.0,192.152.81.255,1009,北美地区
14641,192.152.82.0,192.152.82.255,1010,欧洲地区
14642,192.152.83.0,192.152.85.255,1009,北美地区
14643,192.152.86.0,192.152.87.255,1014,大洋州地区
14644,192.152.88.0,192.152.90.255,1009,北美地区
14645,192.152.92.0,192.152.97.255,1009,北美地区
14646,192.152.98.0,192.152.98.255,1010,欧洲地区
14647,192.152.99.0,192.152.109.255,1009,北美地区
14648,192.152.111.0,192.152.112.255,1010,欧洲地区
14649,192.152.113.0,192.152.117.255,1009,北美地区
14650,192.152.119.0,192.152.119.255,1014,大洋州地区
14651,192.152.120.0,192.152.121.255,1009,北美地区
14652,192.152.122.0,192.152.122.255,1010,欧洲地区
14653,192.152.123.0,192.152.123.255,1009,北美地区
14654,192.152.124.0,192.152.124.255,1010,欧洲地区
14655,192.152.125.0,192.152.128.255,1009,北美地区
14656,192.152.134.0,192.152.134.255,1009,北美地区
14657,192.152.136.0,192.152.140.255,1009,北美地区
14658,192.152.141.0,192.152.141.255,1010,欧洲地区
14659,192.152.142.0,192.152.143.255,1009,北美地区
14660,192.152.144.0,192.152.144.255,1014,大洋州地区
14661,192.152.145.0,192.152.145.255,1009,北美地区
14662,192.152.146.0,192.152.146.255,1014,大洋州地区
14663,192.152.147.0,192.152.150.255,1009,北美地区
14664,192.152.151.0,192.152.151.255,1010,欧洲地区
14665,192.152.154.0,192.152.155.255,1009,北美地区
14666,192.152.156.0,192.152.156.255,1010,欧洲地区
14667,192.152.159.0,192.152.163.255,1009,北美地区
14668,192.152.165.0,192.152.165.255,1009,北美地区
14669,192.152.166.0,192.152.167.255,1010,欧洲地区
14670,192.152.168.0,192.152.173.255,1009,北美地区
14671,192.152.174.0,192.152.174.255,1010,欧洲地区
14672,192.152.175.0,192.152.179.255,1009,北美地区
14673,192.152.182.0,192.152.183.255,1009,北美地区
14674,192.152.184.0,192.152.187.255,1010,欧洲地区
14675,192.152.188.0,192.152.191.255,1009,北美地区
14676,192.152.194.0,192.152.196.255,1009,北美地区
14677,192.152.198.0,192.152.202.255,1009,北美地区
14678,192.152.204.0,192.152.211.255,1009,北美地区
14679,192.152.215.0,192.152.223.255,1009,北美地区
14680,192.152.225.0,192.152.240.255,1009,北美地区
14681,192.152.241.0,192.152.241.255,1010,欧洲地区
14682,192.152.242.0,192.152.243.255,1009,北美地区
14683,192.152.244.0,192.152.244.255,1010,欧洲地区
14684,192.152.245.0,192.152.252.255,1009,北美地区
14685,192.152.253.0,192.152.254.255,1010,欧洲地区
14686,192.153.1.0,192.153.1.255,1009,北美地区
14687,192.153.2.0,192.153.3.255,1010,欧洲地区
14688,192.153.4.0,192.153.5.255,1009,北美地区
14689,192.153.7.0,192.153.8.255,1009,北美地区
14690,192.153.10.0,192.153.11.255,1009,北美地区
14691,192.153.12.0,192.153.13.255,1010,欧洲地区
14692,192.153.15.0,192.153.17.255,1009,北美地区
14693,192.153.18.0,192.153.19.255,1010,欧洲地区
14694,192.153.20.0,192.153.24.255,1009,北美地区
14695,192.153.26.0,192.153.45.255,1009,北美地区
14696,192.153.47.0,192.153.51.255,1009,北美地区
