id,delay,content,responses.content,responses.next_messages,responses.content,responses.next_messages,responses.content,responses.next_messages
4892,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4893,是，殿下，您的吩咐小女一定照办。,4894,,
4893,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4894,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4895,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4896,是，殿下，您的吩咐小女一定照办。,4897,,
4896,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4897,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4898,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4899,是，殿下，您的吩咐小女一定照办。,4900,,
4899,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4900,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4901,1.5,那是自然，你的评价，可是独一无二的。#况且我自己没有尝到，自然要问你咯。,你难道没有吃吗？好东西要一起分享的呀。,4902,我还分给了白芷紫烟……早知道就给你留着了。,4905,你这般待我，我压力很大……,4908
4902,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4903,是，殿下，您的吩咐小女一定照办。,4904,,
4903,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4904,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4905,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4906,是，殿下，您的吩咐小女一定照办。,4907,,
4906,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4907,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4908,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4909,是，殿下，您的吩咐小女一定照办。,4910,,
4909,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4910,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4911,1.5,真的么？太好了，你爱吃就好。#看来，整盒给你拿过去，果然是正确的决定。,你难道没有吃吗？好东西要一起分享的呀。,4912,我还分给了白芷紫烟……早知道就给你留着了。,4915,你这般待我，我压力很大……,4918
4912,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4913,是，殿下，您的吩咐小女一定照办。,4914,,
4913,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4914,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4915,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4916,是，殿下，您的吩咐小女一定照办。,4917,,
4916,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4917,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4918,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4919,是，殿下，您的吩咐小女一定照办。,4920,,
4919,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4920,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4921,1.5,听迪儿说美味异常，果不其然。你喜欢就好。,听迪儿说？难道你自己没有吃吗？,4922,我的看法这么重要吗？,4932,我从未吃过这么好吃的桂花糖糕。,4942
4922,1.5,使臣带来的一共也只有几个匣子，我的那个就都给你送过去了。#好吃么？只要你爱吃，我便很开心。,你难道没有吃吗？好东西要一起分享的呀。,4923,我还分给了白芷紫烟……早知道就给你留着了。,4926,你这般待我，我压力很大……,4929
4923,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4924,是，殿下，您的吩咐小女一定照办。,4925,,
4924,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4925,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4926,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4927,是，殿下，您的吩咐小女一定照办。,4928,,
4927,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4928,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4929,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4930,是，殿下，您的吩咐小女一定照办。,4931,,
4930,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4931,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4932,1.5,那是自然，你的评价，可是独一无二的。#况且我自己没有尝到，自然要问你咯。,你难道没有吃吗？好东西要一起分享的呀。,4933,我还分给了白芷紫烟……早知道就给你留着了。,4936,你这般待我，我压力很大……,4939
4933,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4934,是，殿下，您的吩咐小女一定照办。,4935,,
4934,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4935,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4936,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4937,是，殿下，您的吩咐小女一定照办。,4938,,
4937,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4938,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4939,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4940,是，殿下，您的吩咐小女一定照办。,4941,,
4940,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4941,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4942,1.5,真的么？太好了，你爱吃就好。#看来，整盒给你拿过去，果然是正确的决定。,你难道没有吃吗？好东西要一起分享的呀。,4943,我还分给了白芷紫烟……早知道就给你留着了。,4946,你这般待我，我压力很大……,4949
4943,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4944,是，殿下，您的吩咐小女一定照办。,4945,,
4944,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4945,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4946,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4947,是，殿下，您的吩咐小女一定照办。,4948,,
4947,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4948,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4949,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4950,是，殿下，您的吩咐小女一定照办。,4951,,
4950,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4951,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4952,1.5,听迪儿说美味异常，果不其然。你喜欢就好。,听迪儿说？难道你自己没有吃吗？,4953,我的看法这么重要吗？,4963,我从未吃过这么好吃的桂花糖糕。,4973
4953,1.5,使臣带来的一共也只有几个匣子，我的那个就都给你送过去了。#好吃么？只要你爱吃，我便很开心。,你难道没有吃吗？好东西要一起分享的呀。,4954,我还分给了白芷紫烟……早知道就给你留着了。,4957,你这般待我，我压力很大……,4960
4954,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4955,是，殿下，您的吩咐小女一定照办。,4956,,
4955,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4956,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4957,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4958,是，殿下，您的吩咐小女一定照办。,4959,,
4958,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4959,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4960,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4961,是，殿下，您的吩咐小女一定照办。,4962,,
4961,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4962,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4963,1.5,那是自然，你的评价，可是独一无二的。#况且我自己没有尝到，自然要问你咯。,你难道没有吃吗？好东西要一起分享的呀。,4964,我还分给了白芷紫烟……早知道就给你留着了。,4967,你这般待我，我压力很大……,4970
4964,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4965,是，殿下，您的吩咐小女一定照办。,4966,,
4965,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4966,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4967,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4968,是，殿下，您的吩咐小女一定照办。,4969,,
4968,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4969,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4970,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4971,是，殿下，您的吩咐小女一定照办。,4972,,
4971,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4972,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4973,1.5,真的么？太好了，你爱吃就好。#看来，整盒给你拿过去，果然是正确的决定。,你难道没有吃吗？好东西要一起分享的呀。,4974,我还分给了白芷紫烟……早知道就给你留着了。,4977,你这般待我，我压力很大……,4980
4974,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4975,是，殿下，您的吩咐小女一定照办。,4976,,
4975,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4976,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4977,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4978,是，殿下，您的吩咐小女一定照办。,4979,,
4978,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4979,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4980,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我也会做些小食糕点。要不下次……,4981,是，殿下，您的吩咐小女一定照办。,4982,,
4981,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4982,1.5,当真？那下次，我想尝尝姑娘的手艺。,,,,,,
4983,1.5,昨日的三味糕点，可还合你的口味？,怎么，昨天才刚吃到，今天就催着写评价了吗？,4984,刚收到，就被我们瓜分光了……,5015,晶莹剔透，香甜可口，真是佳品。,5046
4984,1.5,我可不敢催你，只是听迪儿说美味异常，想来听听你的评价。,听迪儿说？难道你自己没有吃吗？,4985,我的看法这么重要吗？,4995,我从未吃过这么好吃的桂花糖糕。,5005
4985,1.5,使臣带来的一共也只有几个匣子，我的那个就都给你送过去了。#好吃么？只要你爱吃，我便很开心。,你难道没有吃吗？好东西要一起分享的呀。,4986,我还分给了白芷紫烟……早知道就给你留着了。,4989,你这般待我，我压力很大……,4992
4986,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,4987,是，殿下，您的吩咐在下一定照办。,4988,,
4987,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4988,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
4989,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,4990,是，殿下，您的吩咐在下一定照办。,4991,,
4990,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4991,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
4992,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,4993,是，殿下，您的吩咐在下一定照办。,4994,,
4993,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4994,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
4995,1.5,那是自然，你的评价，可是独一无二的。#况且我自己没有尝到，自然要问你咯。,你难道没有吃吗？好东西要一起分享的呀。,4996,我还分给了白芷紫烟……早知道就给你留着了。,4999,你这般待我，我压力很大……,5002
4996,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,4997,是，殿下，您的吩咐在下一定照办。,4998,,
4997,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
4998,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
4999,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5000,是，殿下，您的吩咐在下一定照办。,5001,,
5000,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5001,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5002,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5003,是，殿下，您的吩咐在下一定照办。,5004,,
5003,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5004,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5005,1.5,真的么？太好了，你爱吃就好。#看来，整盒给你拿过去，果然是正确的决定。,你难道没有吃吗？好东西要一起分享的呀。,5006,我还分给了白芷紫烟……早知道就给你留着了。,5009,你这般待我，我压力很大……,5012
5006,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5007,是，殿下，您的吩咐在下一定照办。,5008,,
5007,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5008,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5009,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5010,是，殿下，您的吩咐在下一定照办。,5011,,
5010,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5011,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5012,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5013,是，殿下，您的吩咐在下一定照办。,5014,,
5013,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5014,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5015,1.5,听迪儿说美味异常，果不其然。你喜欢就好。,听迪儿说？难道你自己没有吃吗？,5016,我的看法这么重要吗？,5026,我从未吃过这么好吃的桂花糖糕。,5036
5016,1.5,使臣带来的一共也只有几个匣子，我的那个就都给你送过去了。#好吃么？只要你爱吃，我便很开心。,你难道没有吃吗？好东西要一起分享的呀。,5017,我还分给了白芷紫烟……早知道就给你留着了。,5020,你这般待我，我压力很大……,5023
5017,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5018,是，殿下，您的吩咐在下一定照办。,5019,,
5018,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5019,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5020,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5021,是，殿下，您的吩咐在下一定照办。,5022,,
5021,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5022,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5023,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5024,是，殿下，您的吩咐在下一定照办。,5025,,
5024,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5025,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5026,1.5,那是自然，你的评价，可是独一无二的。#况且我自己没有尝到，自然要问你咯。,你难道没有吃吗？好东西要一起分享的呀。,5027,我还分给了白芷紫烟……早知道就给你留着了。,5030,你这般待我，我压力很大……,5033
5027,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5028,是，殿下，您的吩咐在下一定照办。,5029,,
5028,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5029,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5030,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5031,是，殿下，您的吩咐在下一定照办。,5032,,
5031,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5032,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5033,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5034,是，殿下，您的吩咐在下一定照办。,5035,,
5034,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5035,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5036,1.5,真的么？太好了，你爱吃就好。#看来，整盒给你拿过去，果然是正确的决定。,你难道没有吃吗？好东西要一起分享的呀。,5037,我还分给了白芷紫烟……早知道就给你留着了。,5040,你这般待我，我压力很大……,5043
5037,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5038,是，殿下，您的吩咐在下一定照办。,5039,,
5038,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5039,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5040,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5041,是，殿下，您的吩咐在下一定照办。,5042,,
5041,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5042,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5043,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5044,是，殿下，您的吩咐在下一定照办。,5045,,
5044,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5045,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5046,1.5,听迪儿说美味异常，果不其然。你喜欢就好。,听迪儿说？难道你自己没有吃吗？,5047,我的看法这么重要吗？,5057,我从未吃过这么好吃的桂花糖糕。,5067
5047,1.5,使臣带来的一共也只有几个匣子，我的那个就都给你送过去了。#好吃么？只要你爱吃，我便很开心。,你难道没有吃吗？好东西要一起分享的呀。,5048,我还分给了白芷紫烟……早知道就给你留着了。,5051,你这般待我，我压力很大……,5054
5048,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5049,是，殿下，您的吩咐在下一定照办。,5050,,
5049,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5050,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5051,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5052,是，殿下，您的吩咐在下一定照办。,5053,,
5052,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5053,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5054,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5055,是，殿下，您的吩咐在下一定照办。,5056,,
5055,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5056,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5057,1.5,那是自然，你的评价，可是独一无二的。#况且我自己没有尝到，自然要问你咯。,你难道没有吃吗？好东西要一起分享的呀。,5058,我还分给了白芷紫烟……早知道就给你留着了。,5061,你这般待我，我压力很大……,5064
5058,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5059,是，殿下，您的吩咐在下一定照办。,5060,,
5059,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5060,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5061,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5062,是，殿下，您的吩咐在下一定照办。,5063,,
5062,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5063,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5064,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5065,是，殿下，您的吩咐在下一定照办。,5066,,
5065,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5066,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5067,1.5,真的么？太好了，你爱吃就好。#看来，整盒给你拿过去，果然是正确的决定。,你难道没有吃吗？好东西要一起分享的呀。,5068,我还分给了白芷紫烟……早知道就给你留着了。,5071,你这般待我，我压力很大……,5074
5068,1.5,还不是因为你不给我答案……#所以下次，我问你的问题一定要好好回答。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5069,是，殿下，您的吩咐在下一定照办。,5070,,
5069,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5070,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5071,1.5,没被你姐姐看到吧？昨天她来了宫中问起，我可是推说已经吃完了。#既然送给你了，你想分给谁都好。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5072,是，殿下，您的吩咐在下一定照办。,5073,,
5072,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5073,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5074,1.5,不必多想，只是一个食盒而已。#既然是好朋友，好东西自然要分享。,谢谢你，如不嫌弃，我下次也做些糕点给你尝尝吧。,5075,是，殿下，您的吩咐在下一定照办。,5076,,
5075,1.5,好啊，礼尚往来，我就恭敬不如从命了。,,,,,,
5076,1.5,当真？那下次，我想尝尝你的手艺。,,,,,,
5077,1.5,回礼这么快就到了吗？#听你这么问，莫不是要给我亲自下厨？,当然了，若是买来的点心，怎够作为给殿下的回礼呢。,5078,我想凭殿下的身份，想吃什么山珍海味都是很简单的事情。#因而我想自己亲手做，会有诚意一些。,5091,其实我自己也会做一些，想让殿下尝尝手艺。,5104
5078,1.5,这么兴师动众，让我受宠若惊啊。#我喜欢吃什么？我想想……佛跳墙，荷包里脊，烧鹿筋，都不错。,……你是不是故意刁难我？,5079,宫廷菜，我做不来啊……,5083,我的手腕刚刚扭了一下，没法下厨了，换个回礼吧。,5087
5079,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5080,真的吗？小女可只会做些粗茶淡饭。,5081,……这种话，会让人误会的。,5082
5080,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5081,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5082,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5083,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5084,真的吗？小女可只会做些粗茶淡饭。,5085,……这种话，会让人误会的。,5086
5084,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5085,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5086,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5087,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5088,真的吗？小女可只会做些粗茶淡饭。,5089,……这种话，会让人误会的。,5090
5088,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5089,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5090,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5091,1.5,这么兴师动众，让我受宠若惊啊。#我喜欢吃什么？我想想……佛跳墙，荷包里脊，烧鹿筋，都不错。,……你是不是故意刁难我？,5092,宫廷菜，我做不来啊……,5096,我的手腕刚刚扭了一下，没法下厨了，换个回礼吧。,5100
5092,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5093,真的吗？小女可只会做些粗茶淡饭。,5094,……这种话，会让人误会的。,5095
5093,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5094,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5095,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5096,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5097,真的吗？小女可只会做些粗茶淡饭。,5098,……这种话，会让人误会的。,5099
5097,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5098,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5099,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5100,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5101,真的吗？小女可只会做些粗茶淡饭。,5102,……这种话，会让人误会的。,5103
5101,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5102,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
