id,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg
530002,谎言,730201,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,遮掩,730202,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530003,李敏德,730301,,,,ADD_ITEM,101,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,叱云南,730302,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋浚,730303,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
530004,拓跋余,730304,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李长乐,730305,,,,ADD_ITEM,106,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李常茹,730306,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
530005,拓跋余,730307,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李长乐,730308,,,,ADD_ITEM,106,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李常茹,730309,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
530006,拓跋余,730310,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李长乐,730311,,,,ADD_ITEM,106,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李常茹,730312,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
530007,硬闯,730901,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,劝说,730902,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530008,不愿与拓跋浚对立，不再言语,731001,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,相信叱云南的判断，继续劝说,731002,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532001,叱云南的手下,732101,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,陛下的贴身护卫,732102,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532002,询问外貌,732301,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,询问地点,732302,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532003,调虎离山计,732901,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,酒计,732902,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532004,谈条件,733001,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,询问缘由,733002,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534001,爽快答应,734201,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,考虑一下,734202,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534002,故意捉弄我,734301,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不可告人的秘密,734302,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534003,还在考虑,734401,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,会去,734402,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535001,去看舞蹈,735101,,,,ADD_RESOURCE,BLUE,10,ADD_FEIGE_CG,12,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,一个人待着,735102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535002,上前查看,735601,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,离开,735602,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535003,用激将法,735801,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,自圆其说,735802,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536001,追上去,736101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,就这样放弃吧,736102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536002,不知道,736301,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,陷自己入死地,736302,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536003,需要被推翻重建,736401,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,需要辅佐一个明君,736402,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536004,交出去,736801,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝,736802,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537001,嫉妒,737101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,遗诏,737102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537002,心情复杂,737201,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,感到欣慰,737202,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537003,拒绝,737701,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,考虑,737702,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801001,打！,1010101,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,逃跑！,1010102,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801002,你为何要为我做到这个地步,1010201,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,你到底想从我这里得到什么,1010202,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801003,很高兴与你并肩作战,1010301,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,这就是我的命数,1010302,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802001,谁敢动我,1020101,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,要做小姐你自己去,1020102,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803001,偷走,1030501,,,,ADD_ITEM,106,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不拿走,1030502,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803002,装成檀香的声音,1030503,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拔腿就跑,1030504,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803003,装成檀香的声音,1030505,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拔腿就跑,1030506,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803004,坦诚相待,1030601,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,隐瞒事情,1030602,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804001,只是起了贪念,1040101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,闭口不谈,1040102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804002,敏德，不要再说了,1040201,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,我可能没有你想的那么良善,1040202,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805001,直接冲过去夺药,1050101,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,高声质问,1050102,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805002,你怎么能颠倒黑白,1050201,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,原来你们是串通好的,1050202,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805003,你好大的胆子，我可是李府的二小姐！,1050301,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,你血口喷人,1050302,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806001,要求李敏德同往,1060501,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,独自前往,1060502,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806002,拒绝她,1060601,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,答应她,1060602,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806003,保护李常茹,1061301,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,质问李常茹,1061302,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807001,询问缘由,1070101,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,随她去,1070102,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807002,上前问询,1070601,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,置之不理,1070602,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807003,坚持买下,1070701,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,让给常茹,1070702,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807004,带着常茹不要招惹是非，回府,1070801,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,倚翠姑娘似乎遇上了麻烦,1070802,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807005,为情而痴，何错之有？,1071001,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,南安王恐怕个不是可托之人,1071002,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808001,既然来了，不妨坐坐,1080101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,找我何事,1080102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808002,这是个与大姐交好的机会,1080201,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,我想大姐不会如此小气,1080202,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808003,推门进去,1080601,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,暂且回去,1080602,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808004,通知叱云柔,1080603,,,,ADD_ITEM,206,2,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,通知李萧然,1080604,,,,ADD_ITEM,211,5,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808005,通知叱云柔,1080605,,,,ADD_ITEM,206,2,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,通知李萧然,1080606,,,,ADD_ITEM,211,5,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808006,实话实说,1080701,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,隐瞒实情,1080702,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808007,乘胜追击,1080901,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,回府救人,1080902,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809001,据理力争,1090101,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,再想对策,1090102,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809002,只身前往。,1090201,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,寻求李敏德的协助。,1090202,,,,ADD_ITEM,101,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809003,相信他,1090801,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,质疑他,1090802,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809004,揭穿叱云南的阴谋。,1091001,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,静观其变。,1091002,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810001,从未听说过花朝节呢,1101101,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,常茹就是我的春风呀,1101102,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810002,奋起反驳,1101601,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,默不作声,1101602,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810003,询问隐情,1101901,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,旁敲侧击,1101902,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811001,劝说白芷,1111101,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,随她去,1111102,,,,ADD_ITEM,218,5,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811002,下车探查,1111601,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,改道前行,1111602,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811003,赶往医馆,1111801,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,送回客栈,1111802,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812001,二人年纪悬殊,1121101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,这得问紫烟是否愿意,1121102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812002,那我去探望她吧,1121701,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,你是不是有事瞒着我,1121702,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812003,低声责备,1122001,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,温柔安抚,1122002,,,,ADD_ITEM,219,5,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813001,帮她去取,1131101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝前往,1131102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813002,进入茶馆,1131701,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,进入酒肆,1131702,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813003,毛尖,1131703,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,龙井,1131704,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,碧螺春,1131705,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
813004,醉春风,1131706,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,桂花酿,1131707,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,玉琼露,1131708,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
816001,改日我们一同庆祝,1161501,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,我也应该为她准备礼物才是,1161502,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816002,拒绝回乡祭祖,1161701,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,为白芷辩解,1161702,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817001,敏德可曾怀疑过我？,1171101,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,我可能并不如你想得这般好,1171102,,,,ADD_ITEM,101,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
